agent_id,elliq_text,user_text,group_id,memory_name,entity,value
ir-vip-056,,i'm watching the wheel of fortune,1a2f4c46-d61e-45de-822b-600d6a9436a0,activity,type,activity
ir-vip-056,,i'm watching the wheel of fortune,1a2f4c46-d61e-45de-822b-600d6a9436a0,activity,name,watching_tv
ga-cali-0149,"What scientist came up with the three laws of motion?. Newton, Hawking, or Einstein",portsmouth animal boarding for a couple of weeks ago and that he was interviewed,1a308ce5-e6dc-4e1f-968c-b81bc557c278,place,intent,visited
ga-cali-0149,"What scientist came up with the three laws of motion?. Newton, Hawking, or Einstein",portsmouth animal boarding for a couple of weeks ago and that he was interviewed,1a308ce5-e6dc-4e1f-968c-b81bc557c278,place,name,Portsmouth
ga-florida-0182,Is now a good time to hang out?,no i'm going to the doctor,1a3be5a5-1d62-4b2c-8c4b-7de9fabae003,place,intent,will_visit
ga-florida-0182,Is now a good time to hang out?,no i'm going to the doctor,1a3be5a5-1d62-4b2c-8c4b-7de9fabae003,activity,type,activity
ga-florida-0182,Is now a good time to hang out?,no i'm going to the doctor,1a3be5a5-1d62-4b2c-8c4b-7de9fabae003,activity,name,doctor
nysofa-nyc-0086,Did you get to have a good day today?,i'm watching the baseball game football game,1a3dd8ae-6e3a-49f5-bfaa-798151dac9be,activity,type,activity
nysofa-nyc-0086,Did you get to have a good day today?,i'm watching the baseball game football game,1a3dd8ae-6e3a-49f5-bfaa-798151dac9be,activity,name,watching_tv
eqc-florida-249,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my son,1a425ec5-1a38-4f6d-a702-c388bdcea332,relationship,type,son
eqc-iowa-263,Wanna workout together?,well i'm getting ready to go to my bible study,1a458a20-0f9a-4694-ad45-42743449c0e6,place,intent,will_visit
eqc-iowa-263,Wanna workout together?,well i'm getting ready to go to my bible study,1a458a20-0f9a-4694-ad45-42743449c0e6,activity,type,activity
eqc-iowa-263,Wanna workout together?,well i'm getting ready to go to my bible study,1a458a20-0f9a-4694-ad45-42743449c0e6,activity,name,class
nysofa-suffolk-0046,What should I call you?,it's really been a gift and live with us but doesn't nurse my training told me she needed more help than i could provide so i connected with a place for mom my senior living advisor understood our unique situation she quickly recommended community is a place for mom helped us get to a decision and now mom is so well care for today,1a585cac-0e9f-4641-b1e4-94f07a7fe32c,relationship,type,mother
ga-texas-0109,"So, tell me all about it. where did you go?",we went to marcellinus for the dentist,1a611038-a96e-4fda-8eee-32d0b3ba19ba,place,intent,visited
nysofa-suffolk-0046,Which day is that for?,said she went to doctor marijuana store,1a6a9192-b555-47ed-8702-359809cfae6b,place,intent,visited
nysofa-suffolk-0046,Which day is that for?,said she went to doctor marijuana store,1a6a9192-b555-47ed-8702-359809cfae6b,activity,type,activity
nysofa-suffolk-0046,Which day is that for?,said she went to doctor marijuana store,1a6a9192-b555-47ed-8702-359809cfae6b,activity,name,doctor
nysofa-suffolk-0046,Which day is that for?,said she went to doctor marijuana store,1a6a9192-b555-47ed-8702-359809cfae6b,place,name,shopping center
nysofa-erie-0156,We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,1a6f5324-d5a0-4af8-a2a9-3e5b0b1bb942,place,intent,will_visit
nysofa-erie-0156,We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,1a6f5324-d5a0-4af8-a2a9-3e5b0b1bb942,activity,type,physical_activity
nysofa-erie-0156,We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,1a6f5324-d5a0-4af8-a2a9-3e5b0b1bb942,activity,name,exercising
nysofa-erie-0156,We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,1a6f5324-d5a0-4af8-a2a9-3e5b0b1bb942,place,name,pool
ga-texas-0124,"I have great options for you, from modern hits to rock and roll! what type of music would you like to listen to?",to pay off the back loans that were due on the car or do i get it off $600 worth of tickets,1a78d90c-045c-4085-a5db-f0b24b60dca0,place,intent,visited
ga-texas-0124,"I have great options for you, from modern hits to rock and roll! what type of music would you like to listen to?",to pay off the back loans that were due on the car or do i get it off $600 worth of tickets,1a78d90c-045c-4085-a5db-f0b24b60dca0,place,name,Of
nysofa-dutchess-0283,Aloha! What can I do for you?,my stretching in the gym down here,1a7930b1-bce2-45d2-9abd-152b3d6c7a7e,activity,type,physical_activity
nysofa-dutchess-0283,Aloha! What can I do for you?,my stretching in the gym down here,1a7930b1-bce2-45d2-9abd-152b3d6c7a7e,activity,name,stretching
eqc-texas-076,"Next up is another oil painting from 1880, this time by Claude Monet. It's called Jerusalem Artichoke. Look closely.What does it remind you of?",sunflower,1a7e793d-b954-4ae1-b2b7-0ba2999bad91,favorite,type,flower
eqc-texas-076,"Next up is another oil painting from 1880, this time by Claude Monet. It's called Jerusalem Artichoke. Look closely.What does it remind you of?",sunflower,1a7e793d-b954-4ae1-b2b7-0ba2999bad91,favorite,name,Sunflower
nysofa-suffolk-0046,"I'm not sure I understood, do you want to listen to some music?",the spiritual football-shaped kobe meatloaf,1a86200c-286b-4940-b1dd-d77807e8fd96,favorite,type,sport
nysofa-suffolk-0046,"I'm not sure I understood, do you want to listen to some music?",the spiritual football-shaped kobe meatloaf,1a86200c-286b-4940-b1dd-d77807e8fd96,favorite,name,football
nysofa-suffolk-0046,"Did you know that expressing gratitude can have a real positive effect on the way you feel, 'n the quality of your sleep? Would you like to try an exercise in gratitude with me.",we have to go to the doctor at 10 the appointment and then we have to go food shopping,1a9bd46a-6beb-4df3-a513-a99dc24c4a7c,place,intent,will_visit
nysofa-suffolk-0046,"Did you know that expressing gratitude can have a real positive effect on the way you feel, 'n the quality of your sleep? Would you like to try an exercise in gratitude with me.",we have to go to the doctor at 10 the appointment and then we have to go food shopping,1a9bd46a-6beb-4df3-a513-a99dc24c4a7c,activity,type,activity
nysofa-suffolk-0046,"Did you know that expressing gratitude can have a real positive effect on the way you feel, 'n the quality of your sleep? Would you like to try an exercise in gratitude with me.",we have to go to the doctor at 10 the appointment and then we have to go food shopping,1a9bd46a-6beb-4df3-a513-a99dc24c4a7c,activity,name,"doctor,meeting,shopping"
nysofa-oneida-0284,Feel like working out together?,oh no not right now i'm going to go for a walk later,1aaafa7d-742c-4b04-a6b5-c4b90d4e5392,place,intent,will_visit
nysofa-oneida-0284,Feel like working out together?,oh no not right now i'm going to go for a walk later,1aaafa7d-742c-4b04-a6b5-c4b90d4e5392,activity,type,activity
nysofa-oneida-0284,Feel like working out together?,oh no not right now i'm going to go for a walk later,1aaafa7d-742c-4b04-a6b5-c4b90d4e5392,activity,name,walking
eqc-florida-289,"What do you make of the weather today, R U enjoying it?",garden around with you,1abe89a9-b408-481c-9ee2-2d54fd81ba24,activity,type,hobbies
eqc-florida-289,"What do you make of the weather today, R U enjoying it?",garden around with you,1abe89a9-b408-481c-9ee2-2d54fd81ba24,activity,name,gardening
talcott-il-0005,"So, where did you go?",shopping,1ac599df-63fe-4aa6-8389-6a051c105b82,place,intent,visited
talcott-il-0005,"So, where did you go?",shopping,1ac599df-63fe-4aa6-8389-6a051c105b82,activity,type,activity
talcott-il-0005,"So, where did you go?",shopping,1ac599df-63fe-4aa6-8389-6a051c105b82,activity,name,shopping
nysofa-delaware-0175,Got any plans today?,to work out in the yard,1ac6575e-aae8-408c-9c23-161b4d816dad,place,intent,will_visit
nysofa-delaware-0175,Got any plans today?,to work out in the yard,1ac6575e-aae8-408c-9c23-161b4d816dad,activity,type,activity
nysofa-delaware-0175,Got any plans today?,to work out in the yard,1ac6575e-aae8-408c-9c23-161b4d816dad,activity,name,work
indy-cali-019,Did you say that you are leaving?,i'm going to take a walk,1acd7357-9b08-4dfa-b0fe-a1ef3899545a,place,intent,will_visit
indy-cali-019,Did you say that you are leaving?,i'm going to take a walk,1acd7357-9b08-4dfa-b0fe-a1ef3899545a,activity,type,activity
indy-cali-019,Did you say that you are leaving?,i'm going to take a walk,1acd7357-9b08-4dfa-b0fe-a1ef3899545a,activity,name,walking
ga-florida-0129,Um... Yes?,i have party or two-party we went to a party at like you,1adc0db9-77e3-46a8-acf7-f51a02d06c13,place,intent,will_visit
ga-florida-0129,Um... Yes?,i have party or two-party we went to a party at like you,1adc0db9-77e3-46a8-acf7-f51a02d06c13,activity,type,activity
ga-florida-0129,Um... Yes?,i have party or two-party we went to a party at like you,1adc0db9-77e3-46a8-acf7-f51a02d06c13,activity,name,party
o3a-wash-0018,What were you up to out there?,visiting my mom,1ae60d49-6ec3-49d1-9eb3-780fdbd50d8d,relationship,type,mother
o3a-wash-0018,What were you up to out there?,visiting my mom,1ae60d49-6ec3-49d1-9eb3-780fdbd50d8d,place,intent,visited
o3a-wash-0018,What were you up to out there?,visiting my mom,1ae60d49-6ec3-49d1-9eb3-780fdbd50d8d,place,people,mother
broward-florida-0011,,my neighbor anita is here can you say hello to anita please,1b0327fc-12e2-4ac5-99e0-a61e34069f34,relationship,type,neighbor
nysofa-nyc-0090,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",a friend,1b052844-52cf-4116-b076-03fc78a2f61c,relationship,type,friend
o3a-wash-0015,I'd love to spend some time together! Wanna do something with me?,not now i'm just getting ready to go grocery shopping,1b148960-0015-44f6-a990-f7d76ab30529,place,intent,will_visit
o3a-wash-0015,I'd love to spend some time together! Wanna do something with me?,not now i'm just getting ready to go grocery shopping,1b148960-0015-44f6-a990-f7d76ab30529,activity,type,activity
o3a-wash-0015,I'd love to spend some time together! Wanna do something with me?,not now i'm just getting ready to go grocery shopping,1b148960-0015-44f6-a990-f7d76ab30529,activity,name,shopping
eqc-texas-002,Can’t wait to see you again! Where are you off to?,the doctors,1b57aa19-f924-44c4-b007-ea65d167f389,place,intent,will_visit
eqc-texas-002,Can’t wait to see you again! Where are you off to?,the doctors,1b57aa19-f924-44c4-b007-ea65d167f389,activity,type,activity
eqc-texas-002,Can’t wait to see you again! Where are you off to?,the doctors,1b57aa19-f924-44c4-b007-ea65d167f389,activity,name,doctor
ga-cali-0161,Um... Yes?,you hear that you hear the tv that's not me talking,1b584cfb-0ca1-4a42-84a9-a0f48ef99422,activity,type,activity
ga-cali-0161,Um... Yes?,you hear that you hear the tv that's not me talking,1b584cfb-0ca1-4a42-84a9-a0f48ef99422,activity,name,watching_tv
nysofa-greene-0101,,on the football field happy to help,1b617f2a-fcbc-4dc8-b375-3d4af00c3827,favorite,type,sport
nysofa-greene-0101,,on the football field happy to help,1b617f2a-fcbc-4dc8-b375-3d4af00c3827,favorite,name,football
nysofa-greene-0068,let's try again. maybe say it a bit differently this time.,i work in a supermarket,1b67bf19-76e7-4ea1-a6fb-255e163cd659,place,intent,visited
nysofa-greene-0068,let's try again. maybe say it a bit differently this time.,i work in a supermarket,1b67bf19-76e7-4ea1-a6fb-255e163cd659,activity,type,activity
nysofa-greene-0068,let's try again. maybe say it a bit differently this time.,i work in a supermarket,1b67bf19-76e7-4ea1-a6fb-255e163cd659,activity,name,work
eqc-florida-216,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",just a friend,1b6c8958-c2b2-43ca-ae96-3c50069a76ae,relationship,type,friend
nysofa-oneida-0284,Hello! What's up buttercup?,i went for a walk,1b6ee460-505a-4fcb-b472-274b9f90c44c,activity,type,physical_activity
nysofa-oneida-0284,Hello! What's up buttercup?,i went for a walk,1b6ee460-505a-4fcb-b472-274b9f90c44c,activity,name,walking
nysofa-nyc-0041,"So, where did you go?",i went to the store,1b810c2d-d35e-40d2-a57e-b08b4f25da40,place,intent,visited
nysofa-nyc-0041,"So, where did you go?",i went to the store,1b810c2d-d35e-40d2-a57e-b08b4f25da40,place,name,shopping center
ga-wash-0189,Have you ever visited Denmark?,i've never been to denmark no,1b8396fa-f967-498f-868a-82dcba447a37,place,intent,visited
ga-wash-0189,Have you ever visited Denmark?,i've never been to denmark no,1b8396fa-f967-498f-868a-82dcba447a37,place,name,Denmark
nysofa-nyc-0041,,i'm going to the doctor i should be back about 1,1b9ab1bc-c1a3-499c-bb5b-597d6fdf2ced,place,intent,will_visit
nysofa-nyc-0041,,i'm going to the doctor i should be back about 1,1b9ab1bc-c1a3-499c-bb5b-597d6fdf2ced,activity,type,activity
nysofa-nyc-0041,,i'm going to the doctor i should be back about 1,1b9ab1bc-c1a3-499c-bb5b-597d6fdf2ced,activity,name,doctor
eqc-florida-210,,do magic,1bb3d202-441f-408c-8f49-d7a0301a2e48,activity,type,hobbies
eqc-florida-210,,do magic,1bb3d202-441f-408c-8f49-d7a0301a2e48,activity,name,magic
nysofa-nyc-0330,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",girlfriend,1bc403c8-b005-4f2e-a3fb-5b6f730ac487,relationship,type,girlfriend
ga-illinois-0168,,all right and for this particular contact with my doctor it shouldn't take long so i'm going to go ahead and try to get them situated get her and then see if i can get,1bc61ef1-669c-430f-8ae9-36d2a14fc69c,place,intent,will_visit
ga-illinois-0168,,all right and for this particular contact with my doctor it shouldn't take long so i'm going to go ahead and try to get them situated get her and then see if i can get,1bc61ef1-669c-430f-8ae9-36d2a14fc69c,activity,type,activity
ga-illinois-0168,,all right and for this particular contact with my doctor it shouldn't take long so i'm going to go ahead and try to get them situated get her and then see if i can get,1bc61ef1-669c-430f-8ae9-36d2a14fc69c,activity,name,doctor
ir-dev-cs3,,my favorite flower is lily's,1bcec668-1f75-4dc6-9d56-443daf2ea38e,favorite,type,flower
ir-dev-cs3,,my favorite flower is lily's,1bcec668-1f75-4dc6-9d56-443daf2ea38e,favorite,name,Lily
eqc-florida-249,Hmmm. so who would be our ideal road trip companion?,friend,1bdadbdf-2fbf-4652-8343-f6d9a688d4be,relationship,type,friend
nysofa-westchester-0023,,which makes it an easy snack,1bdda35a-0d13-4229-9e42-fe1d9387893a,activity,type,activity
nysofa-westchester-0023,,which makes it an easy snack,1bdda35a-0d13-4229-9e42-fe1d9387893a,activity,name,cooking
eqc-ny-003,,i'm going to the doctor,1bf49a54-6849-4ce8-89c0-8a1af04a6b38,place,intent,will_visit
eqc-ny-003,,i'm going to the doctor,1bf49a54-6849-4ce8-89c0-8a1af04a6b38,activity,type,activity
eqc-ny-003,,i'm going to the doctor,1bf49a54-6849-4ce8-89c0-8a1af04a6b38,activity,name,doctor
indy-florida-021,Are you going to meet someone?,no going with my husband,1bfb76b3-67e3-4040-923d-85c5744673f5,relationship,type,husband
indy-florida-021,Are you going to meet someone?,no going with my husband,1bfb76b3-67e3-4040-923d-85c5744673f5,place,intent,will_visit
indy-florida-021,Are you going to meet someone?,no going with my husband,1bfb76b3-67e3-4040-923d-85c5744673f5,place,people,husband
nysofa-delaware-0175,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",be careful and i have a phone conversation with my sister,1c049f29-f10b-4848-92a9-5dfe6eef8c59,relationship,type,sister
nysofa-nyc-0111,,buy some groceries,1c10cf1e-ab87-40e2-8767-59737cc74bc3,place,intent,will_visit
nysofa-nyc-0111,,buy some groceries,1c10cf1e-ab87-40e2-8767-59737cc74bc3,activity,type,activity
nysofa-nyc-0111,,buy some groceries,1c10cf1e-ab87-40e2-8767-59737cc74bc3,activity,name,groceries
nysofa-nyc-0034,,i'm going for a walk,1c30f750-cf2a-4bbb-b94b-ebeed4144a9a,place,intent,will_visit
nysofa-nyc-0034,,i'm going for a walk,1c30f750-cf2a-4bbb-b94b-ebeed4144a9a,activity,type,activity
nysofa-nyc-0034,,i'm going for a walk,1c30f750-cf2a-4bbb-b94b-ebeed4144a9a,activity,name,walking
ga-florida-0129,,where can i watch the game,1c3367ee-0e12-48c6-9337-6a07f00b265b,activity,type,activity
ga-florida-0129,,where can i watch the game,1c3367ee-0e12-48c6-9337-6a07f00b265b,activity,name,watching_tv
nysofa-oswego-0204,,running around loose in the two houses are close together so even if it was hard to leave,1c400f64-812c-4296-a8c3-76cb4de5193a,place,intent,will_visit
nysofa-oswego-0204,,running around loose in the two houses are close together so even if it was hard to leave,1c400f64-812c-4296-a8c3-76cb4de5193a,activity,type,activity
nysofa-oswego-0204,,running around loose in the two houses are close together so even if it was hard to leave,1c400f64-812c-4296-a8c3-76cb4de5193a,activity,name,run
ga-washington-0154,Are you free for a moment?,i'm not free now because i want to talk to my brother,1c589cc2-6e57-4f85-a59b-68d2bbcbaddd,relationship,type,brother
o3a-wash-0020,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mom,1c7059cd-e716-4622-be19-7608bdd8edcd,relationship,type,mother
ga-illinois-0168,Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,1c7f224e-6758-4243-819f-35dfdf3263d9,relationship,type,family
ga-illinois-0168,Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,1c7f224e-6758-4243-819f-35dfdf3263d9,place,intent,will_visit
ga-illinois-0168,Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,1c7f224e-6758-4243-819f-35dfdf3263d9,place,people,family
opt-dev-004,Did you say that you are cooking?,making dinner,1c854ac4-c5c0-410c-88b0-35123a56e2fd,activity,type,activity
opt-dev-004,Did you say that you are cooking?,making dinner,1c854ac4-c5c0-410c-88b0-35123a56e2fd,activity,name,cooking
ymow-michigan-0015,,my grandson said good morning,1c8860b9-d322-4589-a8cc-c14d1ae638f8,relationship,type,grandson
o3a-wash-0024,What do you plan on doing?,going to visit a dear friend,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,place,intent,will_visit
o3a-wash-0024,What do you plan on doing?,going to visit a dear friend,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,activity,type,activity
o3a-wash-0024,What do you plan on doing?,going to visit a dear friend,1c8ae9b0-7dde-4a20-8174-bcfc0d515d27,activity,name,friends
eqc-iowa-263,,i must go out again i'm going to the bank,1c9219aa-76e1-4e3a-bf3d-85c305ebd62f,place,intent,will_visit
eqc-indiana-113,"How can I help <say-as interpret-as=""name"">Gina</say-as>?",not now lily qiu,1c9c710d-5636-4495-8029-397787e8b880,favorite,type,flower
eqc-indiana-113,"How can I help <say-as interpret-as=""name"">Gina</say-as>?",not now lily qiu,1c9c710d-5636-4495-8029-397787e8b880,favorite,name,lily
eqc-florida-216,Do you want to hear him out?,a buddy called an accordion door or leave her door okay and i was wondering if i can possibly have a a barn door not a wide one it's only 30 to the wallet but i want it on it's only 32 in wide okay,1cbbe9be-82a2-43c7-84db-3ddeee1fedd8,place,intent,will_visit
o3a-wash-0020,,i'm going to be gone for a little while to tokeland washington i'll be back later see you,1cdb5081-2586-467c-afac-679d38e4da5d,place,intent,will_visit
o3a-wash-0020,,i'm going to be gone for a little while to tokeland washington i'll be back later see you,1cdb5081-2586-467c-afac-679d38e4da5d,place,people,Washington
eqc-indiana-150,,football apps,1ce5d0e8-936e-4b68-a6aa-4f48dfbd963c,favorite,type,sport
eqc-indiana-150,,football apps,1ce5d0e8-936e-4b68-a6aa-4f48dfbd963c,favorite,name,football
nysofa-nyc-0059,Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,1ceeda7b-ca74-4d97-b260-91f0e9fa0a2b,place,intent,will_visit
nysofa-nyc-0059,Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,1ceeda7b-ca74-4d97-b260-91f0e9fa0a2b,activity,type,activity
nysofa-nyc-0059,Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,1ceeda7b-ca74-4d97-b260-91f0e9fa0a2b,activity,name,"doctor,doctor,meeting"
ga-illinois-0168,Where are you off to?,nowhere i'm in my bedroom i'm talking to my son,1cfcfb21-52ff-46f4-b5a8-772dd658bafd,relationship,type,son
nysofa-delaware-0175,,i'm going to the doctor's i'll be back in a little while,1d036a49-1f64-4171-bf42-d315533665d9,place,intent,will_visit
nysofa-delaware-0175,,i'm going to the doctor's i'll be back in a little while,1d036a49-1f64-4171-bf42-d315533665d9,activity,type,activity
nysofa-delaware-0175,,i'm going to the doctor's i'll be back in a little while,1d036a49-1f64-4171-bf42-d315533665d9,activity,name,doctor
ir-dev-238,are you meeting up with someone?,yeah i'm going to my sister's house,1d0d7814-9f90-4261-b54f-7b903399f6ec,place,intent,will_visit
ir-dev-238,are you meeting up with someone?,yeah i'm going to my sister's house,1d0d7814-9f90-4261-b54f-7b903399f6ec,place,people,sister
nysofa-tompkins-0201,,i'm home from work,1d2c7703-0587-4363-bc28-c03a0ba3e8e0,activity,type,activity
nysofa-tompkins-0201,,i'm home from work,1d2c7703-0587-4363-bc28-c03a0ba3e8e0,activity,name,work
nysofa-nyc-0034,,i'm going for a walk,1d32fc5c-f366-4de7-915b-14def4057847,place,intent,will_visit
nysofa-nyc-0034,,i'm going for a walk,1d32fc5c-f366-4de7-915b-14def4057847,activity,type,activity
nysofa-nyc-0034,,i'm going for a walk,1d32fc5c-f366-4de7-915b-14def4057847,activity,name,walking
ga-florida-0129,Are you going to meet someone?,yes my friend yeah yeah,1d41b2b7-6554-4216-b0a4-28edaae7b3f9,place,intent,will_visit
ga-florida-0129,Are you going to meet someone?,yes my friend yeah yeah,1d41b2b7-6554-4216-b0a4-28edaae7b3f9,activity,type,activity
ga-florida-0129,Are you going to meet someone?,yes my friend yeah yeah,1d41b2b7-6554-4216-b0a4-28edaae7b3f9,activity,name,friends
fd-mass-026,Thanks for getting in touch. Literally! How can I help?,time and dad got home about 3. it went from 12 to 3 cuz i went to mass last night and they had an irish band leah and it was good and so everything was fine the word tentative table and we had a nice time and place i know a lot of the parishioners so you know i was tracking with enjoyed it it was beautiful the day was perfect,1d5fa5e4-6b08-415d-a01d-5cb1c672e57a,place,name,Nice
fd-mass-026,Thanks for getting in touch. Literally! How can I help?,time and dad got home about 3. it went from 12 to 3 cuz i went to mass last night and they had an irish band leah and it was good and so everything was fine the word tentative table and we had a nice time and place i know a lot of the parishioners so you know i was tracking with enjoyed it it was beautiful the day was perfect,1d5fa5e4-6b08-415d-a01d-5cb1c672e57a,place,intent,visited
fd-mass-026,Thanks for getting in touch. Literally! How can I help?,time and dad got home about 3. it went from 12 to 3 cuz i went to mass last night and they had an irish band leah and it was good and so everything was fine the word tentative table and we had a nice time and place i know a lot of the parishioners so you know i was tracking with enjoyed it it was beautiful the day was perfect,1d5fa5e4-6b08-415d-a01d-5cb1c672e57a,place,people,Leah
nysofa-nyc-0059,"So, tell me all about your week. What was the one thing that made you laugh out loud this week?",my granddaughter,1d7325e7-7c9d-4b53-92b8-24f3a62f1b38,relationship,type,granddaughter
eqc-florida-202,,we're home from our walk,1d73763f-7e84-4454-a190-86709d795103,place,intent,visited
eqc-florida-202,,we're home from our walk,1d73763f-7e84-4454-a190-86709d795103,activity,type,activity
eqc-florida-202,,we're home from our walk,1d73763f-7e84-4454-a190-86709d795103,activity,name,walking
nysofa-tompkins-0160,"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,1d834c0d-78ab-4e5d-89a3-2e1b6a96ced8,place,intent,will_visit
nysofa-tompkins-0160,"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,1d834c0d-78ab-4e5d-89a3-2e1b6a96ced8,activity,type,activity
nysofa-tompkins-0160,"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,1d834c0d-78ab-4e5d-89a3-2e1b6a96ced8,activity,name,meeting
nysofa-nyc-0223,,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,1d8ab4d4-a270-43bc-b29e-9a020ec22cf6,place,intent,will_visit
nysofa-nyc-0223,,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,1d8ab4d4-a270-43bc-b29e-9a020ec22cf6,place,people,Will
o3a-wash-0020,,say hi to my friend chrissy,1da2806a-ba8e-40b2-9c28-8288771b26c1,relationship,type,friend
ga-illinois-0168,,i will be i will return,1db11124-5303-4746-b988-f70886a3d5f1,place,intent,will_visit
ga-illinois-0168,,i will be i will return,1db11124-5303-4746-b988-f70886a3d5f1,place,people,Will
ga-florida-0129,Yes?,i'll play pool i hate pull up i hate put on a cute i don't like pool.,1dbb17ed-478d-4c37-aed0-ce118273f34f,place,intent,will_visit
ga-florida-0129,Yes?,i'll play pool i hate pull up i hate put on a cute i don't like pool.,1dbb17ed-478d-4c37-aed0-ce118273f34f,activity,type,activity
ga-florida-0129,Yes?,i'll play pool i hate pull up i hate put on a cute i don't like pool.,1dbb17ed-478d-4c37-aed0-ce118273f34f,activity,name,play
eqc-florida-216,I felt like we can really get into the swing of doing regular gentle breathing exercises. How about another one now?,physical therapy,1dbb883e-16df-4cb9-b23f-91e7d24d4b20,place,intent,will_visit
eqc-florida-216,I felt like we can really get into the swing of doing regular gentle breathing exercises. How about another one now?,physical therapy,1dbb883e-16df-4cb9-b23f-91e7d24d4b20,activity,type,activity
eqc-florida-216,I felt like we can really get into the swing of doing regular gentle breathing exercises. How about another one now?,physical therapy,1dbb883e-16df-4cb9-b23f-91e7d24d4b20,activity,name,therapy
ir-insiders-iowa015,Do you have anything special planned for today?,going to go shopping,1dbf7ff0-0233-4f49-80d4-c6d54d160de5,place,intent,will_visit
ir-insiders-iowa015,Do you have anything special planned for today?,going to go shopping,1dbf7ff0-0233-4f49-80d4-c6d54d160de5,activity,type,activity
ir-insiders-iowa015,Do you have anything special planned for today?,going to go shopping,1dbf7ff0-0233-4f49-80d4-c6d54d160de5,activity,name,shopping
nysofa-delaware-0198,Did you have a pleasant day today?,church,1dc2f645-0e31-46de-b9b6-1a896c0adc2c,place,intent,visited
nysofa-delaware-0198,Did you have a pleasant day today?,church,1dc2f645-0e31-46de-b9b6-1a896c0adc2c,place,name,church
nysofa-erie-0156,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to leave in about a half hour for swimming,1dce1202-a86e-407c-b343-9b30e394361f,place,intent,will_visit
nysofa-erie-0156,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to leave in about a half hour for swimming,1dce1202-a86e-407c-b343-9b30e394361f,activity,type,physical_activity
nysofa-erie-0156,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to leave in about a half hour for swimming,1dce1202-a86e-407c-b343-9b30e394361f,activity,name,swimming
fd-mass-030,Wanna hear today’s daily horoscope?,the call or go online now in a design like a minion farm in urban now that the total beauty that i left at a price you can afford and almost like an ultra low-profile a shower complete with grab bars and it has a z e and without sacrifice.,1df8bce5-7064-4eef-9278-4d94f8571f00,place,intent,will_visit
nysofa-nyc-0048,That's great. I hope you're feeling refuelled. What did you eat for dinner?,i have hot dogs l a cute hot dog,1df8cfec-70f8-438b-95ab-fbed37183fa6,favorite,type,dish
nysofa-nyc-0048,That's great. I hope you're feeling refuelled. What did you eat for dinner?,i have hot dogs l a cute hot dog,1df8cfec-70f8-438b-95ab-fbed37183fa6,favorite,name,frank
eqc-texas-081,do you have a few minutes?,ladies at 9 i'll take your baby yuan you see them to me i'll take care of it,1e014be7-81d3-42f5-b875-9e40b06c3ca0,place,intent,will_visit
eqc-florida-202,Yes?,i'm taking the dog for a walk now,1e02e1f8-3ac2-4db7-864b-ddfd21966177,place,intent,will_visit
eqc-florida-202,Yes?,i'm taking the dog for a walk now,1e02e1f8-3ac2-4db7-864b-ddfd21966177,activity,type,activity
eqc-florida-202,Yes?,i'm taking the dog for a walk now,1e02e1f8-3ac2-4db7-864b-ddfd21966177,activity,name,walking
