agent_id,memory_name,entity,value,user_text,elliq_text,client_time
nysofa-nyc-0187,activity,type,activity,gets physical therapy,"Wonderful, what’s on the agenda today?",2023-02-21 11:37:07 UTC
eqc-florida-202,activity,type,activity,goodbye little one and i are going for a walk now,"",2023-02-21 16:37:38 UTC
eqc-ohio-116,activity,type,activity,i'm getting ready to go to the doctor so not now,"<say-as interpret-as=""name"">Honeybunch</say-as>, whaddya say we do something together?",2023-02-21 13:05:03 UTC
nysofa-nyc-0086,activity,type,activity,support back at home we have seen polls showing that they use,"",2023-02-21 16:37:08 UTC
nysofa-nyc-0048,activity,type,activity,i got to go to the doctor early to go to the doctor tomorrow,"How wonderful, what are your plans for tomorrow?",2023-02-21 03:51:57 UTC
ga-mass-0150,activity,type,activity,i'm taking the dog for a walk,"",2023-02-21 14:01:58 UTC
nysofa-nyc-0037,activity,type,activity,i got to go to the doctor,"Wonderful, what’s on the agenda today?",2023-02-21 13:11:13 UTC
nysofa-chautauqua-0219,activity,type,activity,i put my junk steak on the grill,That's great. What did you have for dinner?,2023-02-21 23:07:00 UTC
eqc-florida-202,activity,type,activity,not now a leak you could buy i'm going for a walk,I was wondering if you wanna spend some time together?,2023-02-21 22:17:11 UTC
ga-hawaii-0054,activity,type,activity,going to the dentist,Do you have any plans for today?,2023-02-21 16:03:27 UTC
eqc-ohio-109,activity,type,activity,i'm going to the doctor now,"",2023-02-21 12:08:51 UTC
ga-michigan-0204,activity,type,activity,so far so good i'm heating trying to fix up a dinner i'm fixing a hamburger and some string beans,tell me all about your day. How's it going so far?,2023-02-21 17:49:39 UTC
nysofa-delaware-0175,activity,type,activity,what are we going to learn,"I was kinda hoping we could learn new slang again today, <say-as interpret-as=""name"">Gail</say-as>. Wanna do that now?",2023-02-21 15:51:03 UTC
nysofa-dutchess-0194,activity,type,activity,i'm going to the doctor's now i'll be gone for a while,Um... Yes?,2023-02-21 14:04:32 UTC
nysofa-nyc-0086,activity,type,activity,no i'm going to i have an appointment with the doctor already i will go friday,"Would you like me to notify Marisol about it, since this pain is relatively severe?",2023-02-21 17:20:33 UTC
ga-maine-0012,activity,type,activity,i'm all done with my hairdresser,"Sorry, can you repeat please the name of the contact?",2023-02-21 14:15:08 UTC
ir-vip-037,relationship,type,daughter,call my daughter,"",2023-02-21 21:31:20 UTC
ga-wisconsin-0158,activity,name,swimming,swimming in the sea many times you have,"According to my research, the ocean is very deep, and much deeper than most swimming pools. Have you ever been swimming in the sea?",2023-02-21 00:33:33 UTC
fd-mass-030,relationship,type,boyfriend,i need a boyfriend,"",2023-02-21 21:24:10 UTC
nysofa-dutchess-0194,relationship,type,my sister,just talked to my sister,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-02-21 19:55:44 UTC
nysofa-nyc-0086,place,intent,will_visit,no i'm going to i have an appointment with the doctor already i will go friday,"Would you like me to notify Marisol about it, since this pain is relatively severe?",2023-02-21 17:20:33 UTC
eqc-florida-202,place,intent,will_visit,not now a leak you could buy i'm going for a walk,I was wondering if you wanna spend some time together?,2023-02-21 22:17:11 UTC
nysofa-nyc-0223,place,intent,will_visit,i'm going to my sisters,"Just out of curiosity, are you planning on meeting someone?",2023-02-21 12:49:52 UTC
eqc-ohio-109,place,intent,will_visit,i'm going to the doctor now,"",2023-02-21 12:08:51 UTC
nysofa-steuben-0202,place,intent,will_visit,no i can't honey,Can you tell which country has this flag?,2023-02-21 16:28:25 UTC
eqc-ny-003,place,intent,will_visit,i'm going to the library,"howdy there <say-as interpret-as=""name"">Monica</say-as>! How can I help?",2023-02-21 15:34:49 UTC
ga-mass-0150,place,intent,will_visit,i'm taking the dog for a walk,"",2023-02-21 14:01:58 UTC
eqc-ohio-116,place,intent,will_visit,i'm getting ready to go to the doctor so not now,"<say-as interpret-as=""name"">Honeybunch</say-as>, whaddya say we do something together?",2023-02-21 13:05:03 UTC
ga-maine-0012,place,intent,will_visit,i'm all done with my hairdresser,"Sorry, can you repeat please the name of the contact?",2023-02-21 14:15:08 UTC
ga-southcarolina-0095,place,intent,will_visit,dropping cash off of the industry and start packing my name is on the way to get around i wasn't sure if i would be able to recover entirely i suffered many injuries all over my body was my father that actually called really cute i'm happy,Which of these emotions best describes how you feel today?,2023-02-21 12:12:13 UTC
ga-hawaii-0054,place,intent,will_visit,going to the dentist,Do you have any plans for today?,2023-02-21 16:03:27 UTC
nysofa-nyc-0048,place,intent,will_visit,i got to go to the doctor early to go to the doctor tomorrow,"How wonderful, what are your plans for tomorrow?",2023-02-21 03:51:57 UTC
nysofa-dutchess-0194,place,intent,will_visit,i'm going to the doctor's now i'll be gone for a while,Um... Yes?,2023-02-21 14:04:32 UTC
nysofa-nyc-0037,place,intent,will_visit,i got to go to the doctor,"Wonderful, what’s on the agenda today?",2023-02-21 13:11:13 UTC
nysofa-nyc-0187,place,intent,will_visit,gets physical therapy,"Wonderful, what’s on the agenda today?",2023-02-21 11:37:07 UTC
ir-dev-cs4,place,intent,will_visit,i'm running a fish,"By the way, I have an activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",2023-02-21 12:33:46 UTC
eqc-florida-202,place,intent,will_visit,goodbye little one and i are going for a walk now,"",2023-02-21 16:37:38 UTC
ga-georgia-0066,place,intent,will_visit,i'm going to ignore my husband dies and i'm just going to be me,"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",2023-02-21 18:07:17 UTC
nysofa-delaware-0175,place,intent,will_visit,what are we going to learn,"I was kinda hoping we could learn new slang again today, <say-as interpret-as=""name"">Gail</say-as>. Wanna do that now?",2023-02-21 15:51:03 UTC
nysofa-schoharie-0080,activity,name,watching_tv,i'm watching the news,Here's something we haven't practiced in a little while: stress reduction. What do you say we do a session together?,2023-02-21 23:33:49 UTC
nysofa-nyc-0048,activity,name,"doctor,doctor",i got to go to the doctor early to go to the doctor tomorrow,"How wonderful, what are your plans for tomorrow?",2023-02-21 03:51:57 UTC
nysofa-nyc-0086,activity,name,"meeting,doctor",no i'm going to i have an appointment with the doctor already i will go friday,"Would you like me to notify Marisol about it, since this pain is relatively severe?",2023-02-21 17:20:33 UTC
ga-virginia-0011,activity,type,physical_activity,full cycle,"Neptune's greek name was.... Ares, Zeus, or Poseidon",2023-02-21 15:09:30 UTC
ga-wisconsin-0158,activity,type,physical_activity,swimming in the sea many times you have,"According to my research, the ocean is very deep, and much deeper than most swimming pools. Have you ever been swimming in the sea?",2023-02-21 00:33:33 UTC
ga-wash-0189,place,intent,will_visit,so when the afternoon so they keep the appointment then at 11 for the,Would you like to hear a bible quote?,2023-03-19 03:39:38.651 UTC
ga-wash-0189,activity,name,meeting,so when the afternoon so they keep the appointment then at 11 for the,Would you like to hear a bible quote?,2023-03-19 03:39:38.651 UTC
ga-wash-0189,activity,type,activity,so when the afternoon so they keep the appointment then at 11 for the,Would you like to hear a bible quote?,2023-03-19 03:39:38.651 UTC
eqc-florida-202,relationship,type,granddaughter,i have a granddaughter,"",2023-03-19 23:39:47.881 UTC
o3a-wash-0026,activity,name,watching_tv,no i don't watch movies,Have you had the chance to watch any new movies lately?,2023-06-14 19:33:24.652 UTC
ga-southcarolina-0095,place,name,garage,got another key to the garage,How about we hang out for a bit?,2023-06-14 16:16:26.664 UTC
vns-ny-0002,activity,name,watching_tv,i'm just starting to watch a movie,"",2023-06-14 00:03:28.524 UTC
nysofa-nyc-0111,place,name,shopping center,i got to go to the store,let's try again. maybe say it a bit differently this time.,2023-06-14 16:00:44.577 UTC
nysofa-tompkins-0319,activity,name,"doctor,meeting",can we do it later i have to go to the doctor now i have an appointment,"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",2023-06-14 15:15:19.61 UTC
ymow-michigan-0014,activity,name,doctor's,remind me i have a doctor's appointment,"",2023-06-14 17:05:14.937 UTC
nysofa-wayne-0302,activity,name,work,headed to work it out,"high there <say-as interpret-as=""name"">Ray</say-as>, What can I help you with?",2023-06-14 23:17:15.414 UTC
nysofa-dutchess-0233,activity,name,dinner,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,"",2023-06-14 20:55:53.465 UTC
eqc-indiana-113,activity,name,walking,that adam walked out of one of the houses and,"What do you say we end this day with an activity, like An inspirational quote, or A sleep tip, or something else?",2023-06-14 00:45:25.381 UTC
nysofa-monroe-0239,place,name,park,cuz i went to the park across the street where i park but then at the end she was parking in the parking lot,"",2023-06-14 23:38:13.553 UTC
ga-wisconsin-0014,place,name,shopping center,the time you get back we will probably be in the store berries and you probably want some of that,Which of these games would you like to play?,2023-06-14 21:30:51.736 UTC
broward-florida-0020,activity,name,party,i went to a party,what were you up to?,2023-06-14 19:27:23.244 UTC
ir-vip-038,activity,name,therapy,therapy,"I've been meditating on the meaning of life, but I'm done now. Wanna do something together?",2023-06-14 15:25:46.87 UTC
ga-southcarolina-0205,activity,name,breakfast,not now i'm eating my breakfast and i have to take a shower maybe later,I just realized we haven't practiced any smiling in over a week! Are you up for it now?,2023-06-14 14:22:02.44 UTC
nysofa-westchester-0350,activity,name,watching_tv,i'm listening to the new house now on the computer i mean on the tv,I've got a really funny joke. Wanna hear it?,2023-06-14 13:19:39.567 UTC
nysofa-delaware-0175,activity,name,doctor,i went to the doctors and i broke my ankle,"",2023-06-14 18:56:10.188 UTC
ymow-michigan-0012,activity,name,watching_tv,i'm watching the news right now,"What can I do for you <say-as interpret-as=""name"">Nugget</say-as>?",2023-06-14 03:07:13.441 UTC
nysofa-oswego-0053,activity,name,watching_tv,not now i'm watching my soaps,I'd love to spend some time together! Wanna do something with me?,2023-06-14 17:45:04.119 UTC
ga-maine-0012,activity,name,watching_tv,not now i'm watching the news thank you anyway that's what scares you,"I really enjoy your company <say-as interpret-as=""name"">Mary</say-as>. How about we do something else together?",2023-06-14 11:22:09.772 UTC
ga-southcarolina-0205,place,name,breakfast,not now i'm eating my breakfast and i have to take a shower maybe later,I just realized we haven't practiced any smiling in over a week! Are you up for it now?,2023-06-14 14:22:02.44 UTC
eqc-texas-076,activity,name,watching_tv,i'm watching america's got talent,Wanna exercise with me?,2023-06-14 01:47:48.574 UTC
nysofa-dutchess-0260,activity,name,watching_tv,can you hear the television it has his keys a seascape on a beach seascape and can you hear the waves crashing on the shore,"",2023-06-14 11:06:09.134 UTC
nysofa-dutchess-0233,place,name,dinner,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,"",2023-06-14 20:55:53.465 UTC
ga-nj-0187,activity,name,shopping,going to go food shopping,Got anything important planned today?,2023-06-14 13:44:22.302 UTC
o3a-wash-0005,place,name,lunch,no thanks i'm getting ready to go out for lunch,We were really on a wonderful smiling streak a few days ago. Wanna pick it back up with a session now?,2023-06-14 17:01:11.723 UTC
o3a-wash-0005,activity,name,lunch,no thanks i'm getting ready to go out for lunch,We were really on a wonderful smiling streak a few days ago. Wanna pick it back up with a session now?,2023-06-14 17:01:11.723 UTC
nysofa-onondaga-0342,activity,name,friends,no leaving the my friends,Is there anything special planned for today?,2023-06-14 10:58:34.338 UTC
ir-insiders-iowa015,activity,name,shopping,going to go shopping,Do you have anything special planned for today?,2023-06-14 12:58:44.395 UTC
eqc-ny-003,activity,name,doctor,i'm going to the doctor,"",2023-06-14 13:46:32.82 UTC
ir-vip-038,activity,type,activity,therapy,"I've been meditating on the meaning of life, but I'm done now. Wanna do something together?",2023-06-14 15:25:46.87 UTC
nysofa-onondaga-0342,activity,type,activity,no leaving the my friends,Is there anything special planned for today?,2023-06-14 10:58:34.338 UTC
nysofa-onondaga-0342,relationship,type,son,call my son,Did you want to call someone now instead?,2023-06-14 14:03:54.014 UTC
o3a-wash-0020,relationship,type,mother,my mom,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",2023-06-14 22:18:40.067 UTC
ga-southcarolina-0205,activity,type,meal,not now i'm eating my breakfast and i have to take a shower maybe later,I just realized we haven't practiced any smiling in over a week! Are you up for it now?,2023-06-14 14:22:02.44 UTC
nysofa-oswego-0053,activity,type,activity,not now i'm watching my soaps,I'd love to spend some time together! Wanna do something with me?,2023-06-14 17:45:04.119 UTC
nysofa-dutchess-0233,activity,type,meal,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,"",2023-06-14 20:55:53.465 UTC
ymow-michigan-0014,activity,type,activity,remind me i have a doctor's appointment,"",2023-06-14 17:05:14.937 UTC
ir-insiders-iowa015,activity,type,activity,going to go shopping,Do you have anything special planned for today?,2023-06-14 12:58:44.395 UTC
nysofa-dutchess-0260,activity,type,activity,can you hear the television it has his keys a seascape on a beach seascape and can you hear the waves crashing on the shore,"",2023-06-14 11:06:09.134 UTC
ga-nj-0187,activity,type,activity,going to go food shopping,Got anything important planned today?,2023-06-14 13:44:22.302 UTC
o3a-wash-0026,activity,type,activity,no i don't watch movies,Have you had the chance to watch any new movies lately?,2023-06-14 19:33:24.652 UTC
nysofa-tompkins-0319,activity,type,activity,can we do it later i have to go to the doctor now i have an appointment,"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",2023-06-14 15:15:19.61 UTC
nysofa-nyc-0144,relationship,type,girlfriend,my girlfriend,Hmmm. so who would be our ideal road trip companion?,2023-06-14 16:19:10.86 UTC
vns-ny-0002,activity,type,activity,i'm just starting to watch a movie,"",2023-06-14 00:03:28.524 UTC
ga-cali-0220,relationship,type,grandson,i'm talking to my grandson lorenzo right now to,"Hiya <say-as interpret-as=""name"">Donna</say-as>! I was taking a quick power nap and recharging. How can I help?",2023-06-14 00:10:28.801 UTC
broward-florida-0020,activity,type,activity,i went to a party,what were you up to?,2023-06-14 19:27:23.244 UTC
ymow-michigan-0012,activity,type,activity,i'm watching the news right now,"What can I do for you <say-as interpret-as=""name"">Nugget</say-as>?",2023-06-14 03:07:13.441 UTC
nysofa-tompkins-0339,relationship,type,granddaughter,my granddaughter,Hmmm. so who would be our ideal road trip companion?,2023-06-14 18:34:21.292 UTC
nysofa-westchester-0350,activity,type,activity,i'm listening to the new house now on the computer i mean on the tv,I've got a really funny joke. Wanna hear it?,2023-06-14 13:19:39.567 UTC
nysofa-delaware-0175,activity,type,activity,i went to the doctors and i broke my ankle,"",2023-06-14 18:56:10.188 UTC
o3a-wash-0005,activity,type,meal,no thanks i'm getting ready to go out for lunch,We were really on a wonderful smiling streak a few days ago. Wanna pick it back up with a session now?,2023-06-14 17:01:11.723 UTC
ga-maine-0012,activity,type,activity,not now i'm watching the news thank you anyway that's what scares you,"I really enjoy your company <say-as interpret-as=""name"">Mary</say-as>. How about we do something else together?",2023-06-14 11:22:09.772 UTC
eqc-indiana-113,activity,type,physical_activity,that adam walked out of one of the houses and,"What do you say we end this day with an activity, like An inspirational quote, or A sleep tip, or something else?",2023-06-14 00:45:25.381 UTC
ir-support-007,relationship,type,friend,say hi to my friend,Um... Yes?,2023-06-14 19:52:24.636 UTC
nysofa-wayne-0302,activity,type,activity,headed to work it out,"high there <say-as interpret-as=""name"">Ray</say-as>, What can I help you with?",2023-06-14 23:17:15.414 UTC
eqc-texas-076,activity,type,activity,i'm watching america's got talent,Wanna exercise with me?,2023-06-14 01:47:48.574 UTC
eqc-ny-003,activity,type,activity,i'm going to the doctor,"",2023-06-14 13:46:32.82 UTC
eqc-florida-237,relationship,type,brother,and my younger brother who is actually passed away but i was telling your mom to keep my mom was stingy with food she make a batch of peanut butter cookies and most people there like 3 to 4 inch round no purse were like i mentioned i have two small ones and peanut butter cookies and i don't know if you've ever met him before but there's not much in the peanut butter cookies,"",2023-06-14 20:32:08.988 UTC
nysofa-nyc-0081,relationship,type,sister,my sister,Hmmm. so who would be our ideal road trip companion?,2023-06-14 17:22:15.156 UTC
broward-florida-0034,place,intent,will_visit,i'm going to start my day now i will see you later,"",2023-06-14 12:50:25.53 UTC
ga-cali-0110,place,intent,will_visit,yes it was only 88 is going to be in the 90s now and then pretty soon we'll be in the hundreds then you don't stay outside,Was today a good day?,2023-06-14 06:21:33.181 UTC
ir-vip-038,place,intent,will_visit,therapy,"I've been meditating on the meaning of life, but I'm done now. Wanna do something together?",2023-06-14 15:25:46.87 UTC
nysofa-delaware-0175,place,intent,visited,i went to the doctors and i broke my ankle,"",2023-06-14 18:56:10.188 UTC
ga-southcarolina-0205,place,intent,will_visit,not now i'm eating my breakfast and i have to take a shower maybe later,I just realized we haven't practiced any smiling in over a week! Are you up for it now?,2023-06-14 14:22:02.44 UTC
eqc-ny-003,place,intent,will_visit,i'm going to the doctor,"",2023-06-14 13:46:32.82 UTC
nysofa-monroe-0239,place,intent,visited,cuz i went to the park across the street where i park but then at the end she was parking in the parking lot,"",2023-06-14 23:38:13.553 UTC
o3a-wash-0005,place,intent,will_visit,no thanks i'm getting ready to go out for lunch,We were really on a wonderful smiling streak a few days ago. Wanna pick it back up with a session now?,2023-06-14 17:01:11.723 UTC
ga-southcarolina-0095,place,intent,will_visit,got another key to the garage,How about we hang out for a bit?,2023-06-14 16:16:26.664 UTC
ir-insiders-iowa015,place,intent,will_visit,going to go shopping,Do you have anything special planned for today?,2023-06-14 12:58:44.395 UTC
nysofa-dutchess-0233,place,intent,will_visit,yeah i'm sorry i'll wake you up i i have an invitation to go out to supper,"",2023-06-14 20:55:53.465 UTC
nysofa-tompkins-0319,place,intent,will_visit,can we do it later i have to go to the doctor now i have an appointment,"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",2023-06-14 15:15:19.61 UTC
eqc-indiana-113,place,intent,will_visit,that adam walked out of one of the houses and,"What do you say we end this day with an activity, like An inspirational quote, or A sleep tip, or something else?",2023-06-14 00:45:25.381 UTC
ga-nj-0187,place,intent,will_visit,going to go food shopping,Got anything important planned today?,2023-06-14 13:44:22.302 UTC
broward-florida-0020,place,intent,visited,i went to a party,what were you up to?,2023-06-14 19:27:23.244 UTC
nysofa-onondaga-0342,place,intent,will_visit,no leaving the my friends,Is there anything special planned for today?,2023-06-14 10:58:34.338 UTC
nysofa-dutchess-0259,place,intent,will_visit,not today not now maybe later you hear me ellen show i'm busy now i'm going to go out,How about we do something else then?,2023-06-14 14:04:15.622 UTC
nysofa-wayne-0302,place,intent,will_visit,headed to work it out,"high there <say-as interpret-as=""name"">Ray</say-as>, What can I help you with?",2023-06-14 23:17:15.414 UTC
ga-wisconsin-0014,place,intent,will_visit,the time you get back we will probably be in the store berries and you probably want some of that,Which of these games would you like to play?,2023-06-14 21:30:51.736 UTC
eqc-iowa-263,place,intent,will_visit,i'm going out again i will be back in a while,"",2023-06-14 18:13:09.875 UTC
nysofa-nyc-0111,place,intent,will_visit,i got to go to the store,let's try again. maybe say it a bit differently this time.,2023-06-14 16:00:44.577 UTC
eqc-iowa-263,place,people,Will,i'm going out again i will be back in a while,"",2023-06-14 18:13:09.875 UTC
nysofa-dutchess-0259,place,people,Ellen,not today not now maybe later you hear me ellen show i'm busy now i'm going to go out,How about we do something else then?,2023-06-14 14:04:15.622 UTC
broward-florida-0034,place,people,Will,i'm going to start my day now i will see you later,"",2023-06-14 12:50:25.53 UTC
ga-cali-0110,place,people,Don,yes it was only 88 is going to be in the 90s now and then pretty soon we'll be in the hundreds then you don't stay outside,Was today a good day?,2023-06-14 06:21:33.181 UTC
ir-qa-keyword12,place,name,Greece,capsized and sank off the coast of southern greece it's according to the country's coast guard so far they have been rather up to four hundred people on board and we're heading for italy,What did you say?,2023-06-14 14:26:23.393 UTC
ir-qa-keyword12,place,intent,visited,capsized and sank off the coast of southern greece it's according to the country's coast guard so far they have been rather up to four hundred people on board and we're heading for italy,What did you say?,2023-06-14 14:26:23.393 UTC
ir-dev-ori1,place,name,bank,lending standards by the bank so i think it's important,What can I do for you?,2023-06-14 18:31:31.555 UTC
ir-dev-ori1,place,intent,will_visit,lending standards by the bank so i think it's important,What can I do for you?,2023-06-14 18:31:31.555 UTC
nysofa-erie-0400,activity,name,walking,i light to walk and do the elliptical,What's your favorite type of workout?,2023-06-14 22:17:37.068 UTC
nysofa-erie-0400,activity,type,physical_activity,i light to walk and do the elliptical,What's your favorite type of workout?,2023-06-14 22:17:37.068 UTC
vns-ny-0002,activity,name,friends,yes i'm going to the house of two friends,Is it a secret rendezvous? Joking. Are you meeting anyone?,2023-03-17 19:50:07.737 UTC
ga-tenn-0211,activity,name,drawing,i like to draw,"",2023-03-17 13:21:48.834 UTC
eqc-florida-202,relationship,type,family,what family being here,"Just out of curiosity, What was the one thing that made you happy this week?",2023-03-17 17:13:13.498 UTC
nysofa-nyc-0236,relationship,type,daughter,my daughter my daughter,Hmmm. so who would be our ideal road trip companion?,2023-03-17 13:16:41.595 UTC
nysofa-dutchess-0194,relationship,type,daughter,being my daughter,"So, I've gotta ask. What was the best thing that happened to you this week?",2023-03-17 16:28:17.575 UTC
vns-ny-0002,activity,type,activity,yes i'm going to the house of two friends,Is it a secret rendezvous? Joking. Are you meeting anyone?,2023-03-17 19:50:07.737 UTC
eqc-florida-202,relationship,type,family,my family,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",2023-03-17 18:07:04.262 UTC
nysofa-rockland-0230,relationship,type,husband,my husband,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",2023-03-17 15:06:27.186 UTC
ga-tenn-0211,activity,type,hobbies,i like to draw,"",2023-03-17 13:21:48.834 UTC
eqc-ny-003,place,intent,will_visit,go to the doctor again,Got anything important planned tomorrow?,2023-03-17 00:59:32.708 UTC
nysofa-tompkins-0201,activity,name,work,i'm home from work high pumpkin,"",2023-03-17 21:50:53.129 UTC
nysofa-tompkins-0201,activity,type,activity,i'm home from work high pumpkin,"",2023-03-17 21:50:53.129 UTC
nysofa-tompkins-0201,place,intent,visited,i'm home from work high pumpkin,"",2023-03-17 21:50:53.129 UTC
eqc-scarolina-310,place,name,post office,i had to go to the post office,"So I'm curious, what were you up to <say-as interpret-as=""name"">Nuzhat</say-as>?",2023-05-16 15:27:36.077 UTC
nysofa-delaware-0305,place,name,shopping center,can't wait at the moment i got to go to the store,"How about we hang out for a bit <say-as interpret-as=""name"">Theresa</say-as>?",2023-05-16 14:23:50.422 UTC
nysofa-nyc-0086,place,name,hospital,do they say okay if you changed or we going to get to emergency i say i'm not going to the hospital i'm not refusing costa del sol,So? How's it been going so far?,2023-05-16 13:22:03.906 UTC
nysofa-dutchess-0260,place,intent,will_visit,i can't do that right now i have to get to a appointment,I wanted to suggest we unwind and focus on lowering stress together. What do you say?,2023-05-16 18:01:07.052 UTC
ir-dev-1830,place,intent,will_visit,you really need to see a doctor,"<say-as interpret-as=""name"">Rotem</say-as>? Are you ready?",2023-05-16 12:11:46.891 UTC
nysofa-dutchess-0260,place,intent,will_visit,my dentist is just down the block so i don't have to drive i can walk,Um... Yes?,2023-05-16 18:01:42.233 UTC
eqc-scarolina-310,place,intent,visited,i had to go to the post office,"So I'm curious, what were you up to <say-as interpret-as=""name"">Nuzhat</say-as>?",2023-05-16 15:27:36.077 UTC
ir-qa-desk3test,place,intent,will_visit,i'm going to see my husband,"",2023-05-16 12:23:19.146 UTC
eqc-ohio-035,place,intent,will_visit,i can't sweetie i got a meeting to go to,Looks like my schedule just cleared up. Wanna hang out?,2023-05-16 22:31:35.707 UTC
nysofa-nyc-0034,place,intent,will_visit,i'm going for a walk,"",2023-05-16 11:37:13.14 UTC
nysofa-suffolk-0261,place,intent,visited,a little better when i come back from work,"Hiya <say-as interpret-as=""name"">Sweet Pea</say-as>! I was taking a quick power nap and recharging. How can I help?",2023-05-16 15:29:20.194 UTC
o3a-wash-0020,place,intent,will_visit,it's been okay got to go to another appointment,I'm really curious about your day. How's it been so far?,2023-05-16 18:44:27.625 UTC
ga-michigan-0142,place,intent,will_visit,i'm walking by your window but you,How about some elli cue time?,2023-05-16 00:53:29.258 UTC
ir-temp-90067,place,intent,will_visit,going on a visit,Do you have anything planned for today?,2023-05-16 14:18:19.622 UTC
nysofa-dutchess-0242,place,intent,will_visit,not right now maybe later i'm going to take charlie out,Don't you find that music can really enhance your mood? Would you like to listen to some?,2023-05-16 19:48:52.669 UTC
nysofa-nyc-0086,place,intent,will_visit,do they say okay if you changed or we going to get to emergency i say i'm not going to the hospital i'm not refusing costa del sol,So? How's it been going so far?,2023-05-16 13:22:03.906 UTC
nysofa-delaware-0305,place,intent,will_visit,can't wait at the moment i got to go to the store,"How about we hang out for a bit <say-as interpret-as=""name"">Theresa</say-as>?",2023-05-16 14:23:50.422 UTC
nysofa-dutchess-0242,place,people,Charlie,not right now maybe later i'm going to take charlie out,Don't you find that music can really enhance your mood? Would you like to listen to some?,2023-05-16 19:48:52.669 UTC
ir-qa-desk3test,place,people,husband,i'm going to see my husband,"",2023-05-16 12:23:19.146 UTC
ir-vip-033,activity,name,reading,yes i've done a lot of reading,I know you enjoy reading. Have you done any reading this past week?,2023-05-16 12:04:53.15 UTC
ir-vip-041,activity,name,meeting,i would like you to meet my friends,Um... Yes?,2023-05-16 17:50:59.17 UTC
ga-mass-0150,activity,name,painting,let's do a painting,"",2023-05-16 18:16:45.338 UTC
nysofa-oneida-0197,activity,name,painting,are there any messages i love that painting thing we did that,"",2023-05-16 21:08:53.203 UTC
nysofa-dutchess-0260,activity,name,walking,my dentist is just down the block so i don't have to drive i can walk,Um... Yes?,2023-05-16 18:01:42.233 UTC
o3a-wash-0020,activity,name,meeting,it's been okay got to go to another appointment,I'm really curious about your day. How's it been so far?,2023-05-16 18:44:27.625 UTC
nysofa-nyc-0034,activity,name,walking,i'm going for a walk,"",2023-05-16 11:37:13.14 UTC
ga-michigan-0142,activity,name,walking,i'm walking by your window but you,How about some elli cue time?,2023-05-16 00:53:29.258 UTC
ir-temp-90067,activity,name,visit,going on a visit,Do you have anything planned for today?,2023-05-16 14:18:19.622 UTC
eqc-indiana-151,activity,name,watching_tv,now i'm watching the news,a new 3 minute news briefing just came in. Would you like to hear it?,2023-05-16 11:27:17.536 UTC
o3a-wash-0007,activity,name,watching_tv,michelle is doing quite well i'm watching the news,"There you are! How can I help <say-as interpret-as=""name"">Michele</say-as>?",2023-05-16 04:29:05.644 UTC
nysofa-suffolk-0261,activity,name,work,a little better when i come back from work,"Hiya <say-as interpret-as=""name"">Sweet Pea</say-as>! I was taking a quick power nap and recharging. How can I help?",2023-05-16 15:29:20.194 UTC
ir-dev-1830,activity,name,doctor,you really need to see a doctor,"<say-as interpret-as=""name"">Rotem</say-as>? Are you ready?",2023-05-16 12:11:46.891 UTC
o3a-wash-0001,activity,name,road trippin',take a road trip,"",2023-05-16 22:47:00.702 UTC
eqc-ohio-035,activity,name,meeting,i can't sweetie i got a meeting to go to,Looks like my schedule just cleared up. Wanna hang out?,2023-05-16 22:31:35.707 UTC
nysofa-dutchess-0260,activity,name,meeting,i can't do that right now i have to get to a appointment,I wanted to suggest we unwind and focus on lowering stress together. What do you say?,2023-05-16 18:01:07.052 UTC
ir-dev-1830,activity,type,activity,you really need to see a doctor,"<say-as interpret-as=""name"">Rotem</say-as>? Are you ready?",2023-05-16 12:11:46.891 UTC
ir-temp-90067,activity,type,activity,going on a visit,Do you have anything planned for today?,2023-05-16 14:18:19.622 UTC
nysofa-oneida-0197,activity,type,hobbies,are there any messages i love that painting thing we did that,"",2023-05-16 21:08:53.203 UTC
nysofa-suffolk-0261,activity,type,activity,a little better when i come back from work,"Hiya <say-as interpret-as=""name"">Sweet Pea</say-as>! I was taking a quick power nap and recharging. How can I help?",2023-05-16 15:29:20.194 UTC
eqc-ohio-035,activity,type,activity,i can't sweetie i got a meeting to go to,Looks like my schedule just cleared up. Wanna hang out?,2023-05-16 22:31:35.707 UTC
nysofa-nyc-0034,activity,type,activity,i'm going for a walk,"",2023-05-16 11:37:13.14 UTC
