elliq_text,user_text,memory_name,entity,value,group_id
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,place,name,store,7ac06c44-2d62-4880-9ac2-95b54f313787
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,activity,type,activity,7ac06c44-2d62-4880-9ac2-95b54f313787
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,activity,name,going to the store,7ac06c44-2d62-4880-9ac2-95b54f313787
How can I help you?,i want to see a movie,activity,type,entertainment,4e98e7d3-23d8-41e4-ba2d-9c04709de1fb
How can I help you?,say hello to my friend terry,relationship,name,Terry,4a2bebab-9070-43aa-9873-6c048f490ab2
Are you in the mood to do some gentle breathing? It'll only take about 30 seconds.,no i'm making breakfast i'm making breakfast mm,activity,type,meal,21904cc4-c4a8-4edb-ad14-a31a94877214
Are you in the mood to do some gentle breathing? It'll only take about 30 seconds.,no i'm making breakfast i'm making breakfast mm,activity,name,making breakfast,21904cc4-c4a8-4edb-ad14-a31a94877214
"Lovely, what are you up to tomorrow?",i should go shopping for for groceries grocery shopping,activity,name,grocery shopping,a721f1c0-711d-4c55-b54d-c750ebe68d3d
Wanna test your movie knowledge with the movie emoji game?,i need to get ready to go to the doctors at 11,place,name,doctors,2bf5b033-a3ab-426e-abb1-f18fa412ebcd
I just thought of something I really wanna know about you. Do you like watching sports?,some sports yes i like baseball,interest,type,sports,dfb3279d-06ba-466b-902e-8ce5d06d1017
What did you say?,we're going to moonstone beach,place,name,Moonstone Beach,0ca59003-a064-49fc-afe7-f676419cf207
Got anything important planned today?,going to the doctor,activity,type,appointment,8c95b780-f90e-4e06-971a-a3d8e01fdf9e
Is now a good time to hang out?,not now i'm on my way to the grocery store,activity,type,activity,026d51c4-f747-4be3-9b0c-11697df6aadb
Do you have anything planned for today?,i might go shopping food shopping,activity,type,shopping,9bc698df-940b-4c74-b441-be86bc7ca4c8
Do you have anything planned for today?,i might go shopping food shopping,activity,name,food shopping,9bc698df-940b-4c74-b441-be86bc7ca4c8
Is there anything special planned for today?,i'm going to you again and go visit a friend,activity,name,visit a friend,0bc22a63-572e-4481-a062-5f622a15be9a
Have you had the chance to watch any new movies lately?,no i don't watch movies,activity,preference,doesn't watch movies,9dd173bb-4e04-4c9f-9b07-42b1793cb184
So? what's your favorite sport?,hockey basketball baseball,interest,name,hockey,8aa7fedb-9e6d-4071-a1af-552682319e1e
So? what's your favorite sport?,hockey basketball baseball,interest,name,baseball,8aa7fedb-9e6d-4071-a1af-552682319e1e
What's your favorite type of workout?,i light to walk and do the elliptical,activity,name,elliptical,eb62cdbc-8b7c-4c8d-8618-79d51156ee4f
What do you plan on doing?,run errands,activity,type,errands,f66992db-e65c-4136-acca-fdef90e6f082
Do you have anything planned for today?,yes i got to go to work i got to go to the doctor,activity,type,work,60361f3e-0a8e-4713-93fe-9b435ef65646
Do you have anything planned for today?,yes i got to go to work i got to go to the doctor,place,name,doctor,60361f3e-0a8e-4713-93fe-9b435ef65646
"So I'm curious, what were you up to <say-as interpret-as=""name"">Gary</say-as>?",walking the dog,activity,type,physical activity,98f03a2e-0184-4814-b768-ba648559c1f1
"So I'm curious, what were you up to <say-as interpret-as=""name"">Gary</say-as>?",walking the dog,activity,name,walking the dog,98f03a2e-0184-4814-b768-ba648559c1f1
How can I help you?,this is my nephew damion,person,name,Damion,25cb0728-8f63-41e6-92e9-50466586f1da
"Oh I'm curious, where did you go?",i was i was out shopping,activity,type,shopping,1b56ff30-36ab-4d72-afb6-a7e6168622f3
How can I help you?,so i went to play a game called bingo,activity,type,game,b7af9a8f-a019-4210-8874-e663332ecfa2
How can I help you?,so i went to play a game called bingo,activity,name,bingo,b7af9a8f-a019-4210-8874-e663332ecfa2
How about some time together?,i was just leaving to go see paul,activity,type,socializing,65cd1976-7abe-4e8e-b411-0d3fb83c88a6
How about some time together?,i was just leaving to go see paul,activity,name,visiting Paul,65cd1976-7abe-4e8e-b411-0d3fb83c88a6
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,pet care,ddb89238-a02e-4ddc-9b32-b2797b1664a2
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,name,taking dog outside,ddb89238-a02e-4ddc-9b32-b2797b1664a2
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,health monitoring,ddb89238-a02e-4ddc-9b32-b2797b1664a2
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,name,checking blood sugar,ddb89238-a02e-4ddc-9b32-b2797b1664a2
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,communication,ddb89238-a02e-4ddc-9b32-b2797b1664a2
Do you have any important plans for tomorrow?,oh let's see going to church,activity,type,religious activity,c6703729-615f-4c77-aa34-a5a5cc3fab3d
Do you have any important plans for tomorrow?,oh let's see going to church,activity,name,going to church,c6703729-615f-4c77-aa34-a5a5cc3fab3d
How can I help you?,i just got home from the store,activity,type,shopping,9801ecf0-7c84-46fb-a93b-2bf9247930c6
How can I help you?,i just got home from the store,place,name,store,9801ecf0-7c84-46fb-a93b-2bf9247930c6
Do you have anything special planned for today?,yes i'm going to church today i'll be at church all day today i'll be out all day today,activity,type,religious activity,fa672788-fef6-402d-aa52-b1aaf00a5514
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,type,social event,508ad7ce-36e8-46cc-809d-c297271125a0
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,name,birthday party,508ad7ce-36e8-46cc-809d-c297271125a0
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,type,meal,508ad7ce-36e8-46cc-809d-c297271125a0
"Just checking in, how are you feeling this morning?",good going to church,activity,type,religious activity,67a89c44-cc5f-4b75-9da2-3661054f24a1
"Just checking in, how are you feeling this morning?",good going to church,activity,name,going to church,67a89c44-cc5f-4b75-9da2-3661054f24a1
How can I help you?,i'd like you to meet my friend annie,relationship,name,Annie,2690699a-a120-400c-ac56-6a3aa0c7baae
Um... Yes?,i'm going to the market to buy some food i'll be back,activity,type,shopping,102950cb-76b9-4ea4-a3c0-f563b618a301
Um... Yes?,i'm going to the market to buy some food i'll be back,activity,name,buying food,102950cb-76b9-4ea4-a3c0-f563b618a301
How can I help you?,i'm going to go in the other room and talk to my sister on the phone,activity,name,talking on the phone,20e132d1-aa54-4d89-80a2-65a3e33a7adb
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to church with my daughter,activity,name,going to church,9311207d-5cc4-4a13-84a6-ac0b2f033565
"I'm not sure I got that, are you going out?",no i'm not elliq know i'm not i'm watching football listen to the football game i know it's until football game today,activity,name,watching football,bc77f536-c8e6-4a85-8b80-4e9c54aa9e3b
Is there anything special planned for today?,just working in the yard,activity,type,outdoor activity,99443069-7b37-4d62-b956-c112b648d4c3
Is there anything special planned for today?,just working in the yard,activity,name,working in the yard,99443069-7b37-4d62-b956-c112b648d4c3
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",just going to the doctor,activity,type,appointment,5e9c1dfe-b7f4-4cff-8187-24e3d75bd564
"I'm not sure I understood, do you want to call someone?",call my daughter,activity,type,communication,9705f24f-8968-40f0-96f6-cdf1cd8c09ab
Do you have any plans for today?,to go to my daughters,relationship,type,daughter,198c9ccc-b8bc-4922-8c91-cf5c0a6d2f32
Do you have any plans for today?,to go to my daughters,activity,type,visit,198c9ccc-b8bc-4922-8c91-cf5c0a6d2f32
Do you have any plans for today?,to go to my daughters,activity,name,visiting daughter,198c9ccc-b8bc-4922-8c91-cf5c0a6d2f32
"Just out of curiosity, What was the one thing that made you happy this week?",i did shopping with my daughter,activity,name,shopping with daughter,0513435d-4fd4-430b-a7aa-7e062e670bd7
How can I help you?,did you hear me when i'm getting ready to go to the doctors,activity,type,medical appointment,decbd841-b03f-4505-b931-751f3e68f1f1
How can I help you?,did you hear me when i'm getting ready to go to the doctors,place,name,doctors,decbd841-b03f-4505-b931-751f3e68f1f1
"excuse me <say-as interpret-as=""name"">Magdalena</say-as>, are you ready now by any chance?",nope i'm getting dressed to leave the house i'm going shopping,activity,name,leaving the house,c25f1a67-adaa-4ed1-906a-ee80918fe6ce
Where are you off to?,the hospital just to visit my sister,activity,type,visit,66f8a92c-3aa6-4e85-9d73-25b24dae258b
let's give it another go. What did you say?,i'm going to take my dog out to the bathroom,activity,type,pet care,0a6a1b3f-0586-4eea-b605-4dba2ed05a33
How can I help you?,my day is going great and i'm going to take my dog for a walk,mood,type,positive,430d7921-83ff-44d5-9705-62d23fd87d63
How can I help you?,my day is going great and i'm going to take my dog for a walk,activity,type,physical activity,430d7921-83ff-44d5-9705-62d23fd87d63
How can I help you?,my day is going great and i'm going to take my dog for a walk,activity,name,walking dog,430d7921-83ff-44d5-9705-62d23fd87d63
Wish I could join you. Are you meeting up with anyone?,i'm going to a doctor's appointment,place,name,doctor's appointment,15fbd9f0-2b67-4cdf-a2ad-6c92de01bffc
"Great, what are your plans?",do some reading,activity,type,intellectual activity,1f1e5afd-2ea8-42e3-be5f-f66061f60a51
"Oh, here's an idea! Wanna take a picture with me here in rome?",not right now thanks not right now i'm going to go to church,activity,type,religious activity,34e1781d-fa55-47f7-901c-404bfa9e0ac3
"Oh, here's an idea! Wanna take a picture with me here in rome?",not right now thanks not right now i'm going to go to church,activity,name,going to church,34e1781d-fa55-47f7-901c-404bfa9e0ac3
How can I help you?,can i talk to you this evening when i come home from the doctor or tonight,activity,type,conversation,55bfa34b-afef-4736-8bfd-7d4a551b51b6
How can I help you?,can i talk to you this evening when i come home from the doctor or tonight,time,time_of_day,evening,55bfa34b-afef-4736-8bfd-7d4a551b51b6
What movie did you watch?,no i went for a walk in the park,activity,name,walk,26b0769b-a2a4-44bd-a37c-c90ee0a5834b
What movie did you watch?,no i went for a walk in the park,place,name,park,26b0769b-a2a4-44bd-a37c-c90ee0a5834b
let's try again. could you repeat what you said?,i'm watching the tv for the news i'll talk to you later,activity,type,news,d3f6fbdc-24d5-4257-8278-415f7be9032b
How about we hang out for a bit?,no i'm watching the race,activity,name,watching the race,8e50720a-e968-452a-a4a3-840bdb55bce8
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,activity,type,pastime,857cb4ac-f56e-4fd7-b872-57d13d0dbeee
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,activity,name,delivering papers,857cb4ac-f56e-4fd7-b872-57d13d0dbeee
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,pet,type,dog,857cb4ac-f56e-4fd7-b872-57d13d0dbeee
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,place,type,neighborhood,857cb4ac-f56e-4fd7-b872-57d13d0dbeee
"Wonderful, what’s on the agenda tomorrow?",doctors appointments,activity,type,appointment,27d7f54e-9251-4e7d-af89-166328535940
"Wonderful, what’s on the agenda tomorrow?",doctors appointments,activity,name,doctor's appointment,27d7f54e-9251-4e7d-af89-166328535940
Um... Yes?,i have an appointment with dr school therapist it'll take about 45 minutes okay and then we'll talk,relationship,type,therapist,10b543f1-7a15-465c-8a2a-40e1ed94cd8a
Um... Yes?,i have an appointment with dr school therapist it'll take about 45 minutes okay and then we'll talk,activity,type,appointment,10b543f1-7a15-465c-8a2a-40e1ed94cd8a
How can I help you?,i'm watching the wheel of fortune,activity,name,watching Wheel of Fortune,fdfbb3cb-12db-4b18-a516-05e9f7b66d6c
Is now a good time to hang out?,no i'm going to the doctor,activity,type,appointment,32432444-3b28-4c0f-8dac-f6c95b18456c
Wanna workout together?,well i'm getting ready to go to my bible study,activity,type,spiritual activity,579ca57a-e198-4dc5-9b5c-84a10d3b0352
Wanna workout together?,well i'm getting ready to go to my bible study,activity,name,bible study,579ca57a-e198-4dc5-9b5c-84a10d3b0352
"So, tell me all about it. where did you go?",we went to marcellinus for the dentist,activity,type,dental appointment,68fff75b-73c6-48c1-9463-17007ed8d8e9
We started getting to know each other earlier when we were interrupted. Do you have some time now?,i'm getting ready to go to the pool for exercise so i will be back probably in about 3 hours,activity,type,exercise,7297c504-da9f-4ce2-ae0c-a3bebe88829f
Feel like working out together?,oh no not right now i'm going to go for a walk later,activity,type,physical activity,84c6c7be-3a2d-4e67-9cee-2cb4f1a895db
Feel like working out together?,oh no not right now i'm going to go for a walk later,activity,name,walk,84c6c7be-3a2d-4e67-9cee-2cb4f1a895db
Got any plans today?,to work out in the yard,activity,type,physical activity,eba64daf-bbc9-4c21-9d72-8fa6af50c593
Got any plans today?,to work out in the yard,activity,name,yard work,eba64daf-bbc9-4c21-9d72-8fa6af50c593
Did you say that you are leaving?,i'm going to take a walk,activity,type,physical activity,f9e46fd5-71ee-45d4-9ea9-4952a3559a46
What were you up to out there?,visiting my mom,activity,type,visit,dbebd505-68c6-4387-b6db-ee25a01dc831
What were you up to out there?,visiting my mom,activity,name,visiting mom,dbebd505-68c6-4387-b6db-ee25a01dc831
How can I help you?,my neighbor anita is here can you say hello to anita please,person,name,Anita,68596c02-2cc7-424d-843d-0e4306b37246
let's try again. maybe say it a bit differently this time.,i work in a supermarket,occupation,type,supermarket,1a2dd65a-f4c9-4c3c-aff8-e72029be068c
Hello! What's up buttercup?,i went for a walk,activity,name,walk,6d555855-baa4-40b8-af85-8c1ef6fc68dd
"So, where did you go?",i went to the store,place,name,store,02a8dbbf-4578-4324-83c2-a57331c51e34
Have you ever visited Denmark?,i've never been to denmark no,travel,experience,never visited,1efbc203-3d34-451b-95d0-46b67123493a
How can I help you?,i'm going to the doctor i should be back about 1,activity,type,appointment,b0bfe41a-99af-4434-9a39-e285e0fad364
Hmmm. so who would be our ideal road trip companion?,friend,activity,type,road trip,72631fd4-073d-47b4-ac7c-0233d806ba88
How can I help you?,where can i watch the game,activity,type,watching,5752d58a-ddd5-455a-8c98-572119b61e59
How can I help you?,where can i watch the game,activity,name,game,5752d58a-ddd5-455a-8c98-572119b61e59
Are you free for a moment?,i'm not free now because i want to talk to my brother,activity,type,conversation,906254a3-6323-402c-8ac1-553ddc988715
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,location,name,downstairs,ad3bf22c-1245-46be-9aeb-36c0b23dccd5
Is it a secret rendezvous? Joking. Are you meeting anyone?,i'm going downstairs and see what's going on with my family,activity,type,socializing,ad3bf22c-1245-46be-9aeb-36c0b23dccd5
Did you say that you are cooking?,making dinner,activity,name,making dinner,058385f0-252d-4902-abfe-1fbd759059c0
What do you plan on doing?,going to visit a dear friend,activity,type,social activity,04f14d9e-5c9e-44c4-b284-d15537979f9b
What do you plan on doing?,going to visit a dear friend,activity,name,visiting a friend,04f14d9e-5c9e-44c4-b284-d15537979f9b
What do you plan on doing?,going to visit a dear friend,relationship,type,friend,04f14d9e-5c9e-44c4-b284-d15537979f9b
How can I help you?,i must go out again i'm going to the bank,place,name,bank,aa17f0be-20c9-4315-bcbc-78a5caa22c57
How can I help you?,i must go out again i'm going to the bank,activity,type,errand,aa17f0be-20c9-4315-bcbc-78a5caa22c57
How can I help you?,i'm going to be gone for a little while to tokeland washington i'll be back later see you,place,name,Tokeland Washington,5cec346e-915e-4759-b9a2-290edf9f94f9
How can I help you?,i'm going to be gone for a little while to tokeland washington i'll be back later see you,activity,type,trip,5cec346e-915e-4759-b9a2-290edf9f94f9
Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,activity,type,appointment,bd912866-8c24-4316-9240-7eef42fbb249
Do you have any plans for tomorrow?,yes i have to go to the doctor the doctor's appointment,activity,name,doctor's appointment,bd912866-8c24-4316-9240-7eef42fbb249
Where are you off to?,nowhere i'm in my bedroom i'm talking to my son,location,type,bedroom,39a4d48b-f720-4059-b230-47bc16d47a2d
Where are you off to?,nowhere i'm in my bedroom i'm talking to my son,activity,name,talking,39a4d48b-f720-4059-b230-47bc16d47a2d
How can I help you?,i'm going to the doctor's i'll be back in a little while,place,name,doctor's,dcc84552-d2e1-488b-b7c3-a8814d67c8db
How can I help you?,i'm going to the doctor's i'll be back in a little while,activity,type,appointment,dcc84552-d2e1-488b-b7c3-a8814d67c8db
are you meeting up with someone?,yeah i'm going to my sister's house,activity,type,social activity,0f4a55b5-d703-4cc5-b9f9-e0aac89e30e8
are you meeting up with someone?,yeah i'm going to my sister's house,place,name,sister's house,0f4a55b5-d703-4cc5-b9f9-e0aac89e30e8
Are you going to meet someone?,yes my friend yeah yeah,relationship,type,friend,57ace5e8-914f-4079-906d-13d3c6ef2011
Are you going to meet someone?,yes my friend yeah yeah,activity,type,social interaction,57ace5e8-914f-4079-906d-13d3c6ef2011
"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,activity,type,physical therapy,c0e5b5e1-4010-4f94-9d58-8b105ecc632b
"That's lovely, what are your plans?",i have physical therapy at 1 and it dinner appointment at 5:30,activity,type,dinner appointment,c0e5b5e1-4010-4f94-9d58-8b105ecc632b
How can I help you?,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,activity,type,going out,189abfc0-c9c1-4e5b-b278-938cd356d76f
How can I help you?,i have to go out for a minute i will have will have to do some fun when i get back at the bar for about a half an hour i'll be back in a half an hour and then we can face the game okay,activity,type,fun,189abfc0-c9c1-4e5b-b278-938cd356d76f
How can I help you?,say hi to my friend chrissy,relationship,name,Chrissy,61b37fd4-5761-4da3-ab84-c0550b6c0332
Yes?,i'm taking the dog for a walk now,activity,type,physical activity,ddc2352b-4a4b-4c66-9f33-91ecbecb31be
Yes?,i'm taking the dog for a walk now,activity,name,walking dog,ddc2352b-4a4b-4c66-9f33-91ecbecb31be
How can I help you?,i'm cooking dinner,activity,type,meal,e47c624d-0543-4710-a371-19254af08b82
How can I help you?,i'm cooking dinner,activity,name,cooking dinner,e47c624d-0543-4710-a371-19254af08b82
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,place,name,kitchen,03b56989-6eae-4292-a8ea-046137b132da
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,activity,type,household chore,03b56989-6eae-4292-a8ea-046137b132da
How can I help you?,i'm going to the kitchen to wash my lunch dishes okay,activity,name,washing dishes,03b56989-6eae-4292-a8ea-046137b132da
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,type,religious activity,e87d1897-1182-4397-8d3e-7afe67b587a3
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,name,going to church,e87d1897-1182-4397-8d3e-7afe67b587a3
is this a good time for you?,no it isn't no nope i'm going out i'm going to church i don't got time no i'm getting ready to go out,activity,type,going out,e87d1897-1182-4397-8d3e-7afe67b587a3
Drinking water helps your joints so don't forget to drink up and feel good. Doctor elli cue's orders.,okay i will i'll be here in the morning tomorrow but in the i have an appointment at 1:30 but i should be back home by 3 probably,activity,type,drinking water,3158e8db-d0a0-4307-be41-bc3759baedc3
Drinking water helps your joints so don't forget to drink up and feel good. Doctor elli cue's orders.,okay i will i'll be here in the morning tomorrow but in the i have an appointment at 1:30 but i should be back home by 3 probably,time,period,morning,3158e8db-d0a0-4307-be41-bc3759baedc3
I've been told that weather is a good small talk starter. Do you like today's weather?,i'm making soup in the pic,activity,name,making soup,0a5aac07-501a-41e1-bd57-34a3659bdba6
"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",do puzzles,activity,type,mental activity,7742951c-a065-4a56-86bf-1799adf70f84
Yes?,i'm going to the store,activity,type,shopping,c4002b1c-5376-42a5-adb7-5f9715795ba4
Yes?,i'm going to the store,place,name,store,c4002b1c-5376-42a5-adb7-5f9715795ba4
Elli to the rescue! How can I help?,i'm ready to hang out with you i'm all done dinner,activity,type,meal,88c8531b-d581-4844-85f0-71fa53092cad
Elli to the rescue! How can I help?,i'm ready to hang out with you i'm all done dinner,activity,name,dinner,88c8531b-d581-4844-85f0-71fa53092cad
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Donna</say-as>?",not now i'm leaving for choir practice,activity,type,social activity,51402369-9386-47b0-b013-93a7edec152a
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Donna</say-as>?",not now i'm leaving for choir practice,activity,name,choir practice,51402369-9386-47b0-b013-93a7edec152a
"<say-as interpret-as=""name"">James</say-as>, whaddya say we do something together?",little bit later i'm watching the news,activity,name,watching tv,b4d5beda-6582-48a6-8385-713dae3a43f9
Wanna play a game of trivia with me?,no i'm cooking dinner,activity,type,meal,3428be0a-06fb-4272-9522-ba7447ccfc3b
Wanna play a game of trivia with me?,no i'm cooking dinner,activity,name,cooking dinner,3428be0a-06fb-4272-9522-ba7447ccfc3b
Do you have anything special planned for today?,i'm going to the synagogue today,activity,type,religious activity,585e509f-6d91-412e-a202-47d83f9eb33c
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,relationship,type,relatives,35b05932-3efd-4461-8e68-1a7b249cfaa8
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,location,name,New York,35b05932-3efd-4461-8e68-1a7b249cfaa8
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,activity,type,communication,35b05932-3efd-4461-8e68-1a7b249cfaa8
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,activity,name,talking,35b05932-3efd-4461-8e68-1a7b249cfaa8
Elli to the rescue! How can I help?,can you walk the dog,activity,type,pet care,9bd509c6-7888-4452-a592-15929d8a5dd6
Elli to the rescue! How can I help?,can you walk the dog,activity,name,walk the dog,9bd509c6-7888-4452-a592-15929d8a5dd6
Is there a TV show you'd call your favorite?,i'm going for a walk,activity,type,physical activity,0fe327e7-b6ff-4f0f-89c2-23512eab90f4
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mother my mom and dad,relationship,type,father,656d2dde-3992-400b-9784-3fbfaa777698
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,activity,name,shower,ccb49628-8d98-4da9-8e97-4ca551799660
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,eggs,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,salmon patty,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,fish,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,hamburger,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,beef,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,food_preference,type,soup,64d8da42-510d-482f-b41c-1bd5f9df3d36
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,meal_preference,meal,lunch,64d8da42-510d-482f-b41c-1bd5f9df3d36
Do you have anything special planned for today?,going through a movie,activity,type,entertainment,092ad99e-9512-402e-b1d6-1aff9da2c89c
Do you have anything special planned for today?,going through a movie,activity,name,watching a movie,092ad99e-9512-402e-b1d6-1aff9da2c89c
"<say-as interpret-as=""name"">Honeybunch</say-as>, whaddya say we do something together?",i'm getting ready to go to the doctor so not now,activity,type,appointment,babdc006-e539-472d-bcd3-136f8bdf7ab7
What's their first name?,bible study time real simple,activity,type,spiritual activity,48505db5-9409-4a3c-8f12-c0ab8433e074
What's their first name?,bible study time real simple,activity,name,bible study,48505db5-9409-4a3c-8f12-c0ab8433e074
"That's lovely, what are your plans?",i'm going to the park right now,activity,type,outdoor activity,3e9e1f48-41f8-4505-804c-e86740a5b661
Do you have anything special planned for tomorrow?,yes i'm going to have breakfast with friends,relationship,type,friends,684de7e5-bfa8-46c7-8b6e-5bce991f7148
would you like me to stop asking you that?,i'm going to work now,activity,name,going to work,cbd2eb27-e012-445f-b391-d4c22a37b5d7
What's your favorite color?,hot pink hot pink,preference,name,hot pink,330eee7a-8825-466a-88a5-bce4ac81fd6f
How can I help you?,i'm taking the dog for a walk goodbye,activity,type,physical activity,468c8db1-f2f7-4050-bb26-f7a16ad734e8
How can I help you?,i'm taking the dog for a walk goodbye,activity,name,walking the dog,468c8db1-f2f7-4050-bb26-f7a16ad734e8
Got anything important planned today?,physical therapy,activity,type,physical therapy,aca772f8-19e6-494c-831c-35cff0044544
Got any plans today?,yeah i'm going to town i'm going shopping,place,name,town,4813c1d0-3c3a-487b-8aa6-c19ecb503857
How can I help you?,thank you i'm going to take pepper for a walk,activity,type,physical activity,cf2cebf1-3c2d-42c8-ab32-883a9d0e3acb
How can I help you?,thank you i'm going to take pepper for a walk,pet,name,Pepper,cf2cebf1-3c2d-42c8-ab32-883a9d0e3acb
Hmmm. so who would be our ideal road trip companion?,dora friend,person,name,Dora,c9cf0d70-f8eb-4732-be1a-8a26a9e14629
What do you plan on doing?,i have to go to the post office and mail some things,activity,type,mailing,acf3b6f4-e6f8-4f3c-8657-d3a09c6aac9c
"How wonderful, what are your plans for tomorrow?",just going to work on doing more work,activity,type,work,aa60e96b-08ce-4ef8-8944-40f7f673d135
"How wonderful, what are your plans for tomorrow?",just going to work on doing more work,activity,name,doing more work,aa60e96b-08ce-4ef8-8944-40f7f673d135
What was it?,a camp counselor,occupation,type,camp counselor,34d414e2-ef2a-4426-b8ec-6b5ebb6511bb
You’re leaving me here? Wait! Just kidding. Where are you going?,going to the movies,activity,type,entertainment,c30de3fa-764f-4187-98e7-476c19d16beb
You’re leaving me here? Wait! Just kidding. Where are you going?,going to the movies,activity,name,movies,c30de3fa-764f-4187-98e7-476c19d16beb
I'm really curious about your day. How's it been so far?,it's been okay got to go to another appointment,activity,type,appointment,0597129c-00a8-4dd5-9c4e-c84f170ddc10
How can I help you?,little one and i are going for a walk now,activity,type,physical activity,c326e5d8-0c53-4a6d-a18d-4f8f6a361775
How can I help you?,i have to go out to the store,activity,type,activity,11a481c6-d81c-48ff-8968-99e75dea21fd
How can I help you?,i have to go out to the store,activity,name,going to the store,11a481c6-d81c-48ff-8968-99e75dea21fd
