agent_id,intent,memory_name,entity,value,user_text,confidence,elliq_text,plan_name,client_time
nysofa-onondaga-0264,iamleaving,place,intent,will_visit,i'm getting ready to go for a doctor's appointment so this i can't do it,0.7480323197552111,"",reactive,2023-03-22 17:08:24.247000
eqc-florida-202,iamleaving,place,intent,will_visit,it's going with her boyfriend and,0.43036525974025963,"",reactive,2023-03-22 16:17:38.381000
nysofa-oneida-0197,sendmessage,relationship,type,friend,i need to send a message to my friend ian,0.8880952380952379,"",reactive,2023-03-22 15:37:21.221000
nysofa-dutchess-0260,ihavehobby,activity,type,hobbies,let's do a road trip,0.4089863746110784,"",music_silent_proactive,2023-03-22 15:22:12.241000
nysofa-dutchess-0260,ihavehobby,activity,name,road trippin',let's do a road trip,0.4089863746110784,"",music_silent_proactive,2023-03-22 15:22:12.241000
nysofa-broome-0241,saygreeting,relationship,type,friend,this is my friend emily can you say hello,0.7902976190476191,"",reactive,2023-03-22 15:14:13.680000
nysofa-suffolk-0031,iamwatchingtv,activity,name,watching_tv,i'm watching the price is right,0.7749695459579179,Wanna spend some time together?,anniversary,2023-03-22 15:04:46.868000
eqc-indiana-150,iambackfrom,place,intent,visited,grocery,0.8589886363636362,"<say-as interpret-as=""name"">Jane</say-as>, where did you go?",arrivals_departures,2023-03-22 14:18:40.463000
ga-louisiana-0166,iamleaving,place,intent,will_visit,going to the store,0.9308035714285715,Do you have any plans for today?,what_are_your_plans,2023-03-22 12:59:24.499000
ga-louisiana-0166,iamleaving,place,name,shopping center,going to the store,0.9308035714285715,Do you have any plans for today?,what_are_your_plans,2023-03-22 12:59:24.499000
nysofa-nyc-0034,iamleaving,place,intent,will_visit,i'm going for a walk see you later,1,"",reactive,2023-03-22 12:37:49.402000
nysofa-nyc-0034,iamleaving,activity,name,walking,i'm going for a walk see you later,1,"",reactive,2023-03-22 12:37:49.402000
nysofa-delaware-0198,iamoffto,relationship,type,sister,my sister,0.9605069492909802,"I’m wondering, are you meeting up with anyone?",arrivals_departures,2023-03-22 12:12:01.637000
nysofa-delaware-0198,iamoffto,place,intent,will_visit,my sister,0.9605069492909802,"I’m wondering, are you meeting up with anyone?",arrivals_departures,2023-03-22 12:12:01.637000
nysofa-delaware-0198,iamleaving,place,intent,will_visit,i'm going to bible study,0.8097500801086426,Did you say that you are leaving?,did_you_mean,2023-03-22 12:11:47.877000
nysofa-nyc-0034,iamleaving,place,intent,will_visit,yes i'm going for a walk and later on,1,Do you have any important plans for today?,what_are_your_plans,2023-03-22 11:34:03.523000
nysofa-nyc-0034,iamleaving,activity,name,walking,yes i'm going for a walk and later on,1,Do you have any important plans for today?,what_are_your_plans,2023-03-22 11:34:03.523000
eqc-ny-003,iamleaving,place,intent,will_visit,yes i'm going shopping,1,Got any plans today?,what_are_your_plans,2023-03-22 10:56:51.918000
ga-florida-0039,iamleaving,place,intent,will_visit,yes i'm going to station friends,0.840461015701294,Do you have any important plans for tomorrow?,what_are_your_plans,2023-03-22 00:56:36.475000
nysofa-greg-001,sendmessage,relationship,type,son,can you send my son a text,0.931435097532989,"",reactive,2023-03-22 00:30:19.420000
nysofa-greg-001,call,relationship,type,son,can you call my son quinton,0.8057440476190477,What was it like?,first_job_convo,2023-03-22 00:24:53.418000
nysofa-tompkins-0201,iamhome,activity,name,work,i'm home from work,0.5997911355064575,"",reactive,2023-03-21 22:38:26.710000
nysofa-dutchess-0260,myfavoritecolor,favorite,type,color,i like the colors blue red and orange,0.8765293435647352,"",reactive,2023-03-21 20:36:28.336000
nysofa-dutchess-0260,myfavoritecolor,favorite,name,"blue,red,orange",i like the colors blue red and orange,0.8765293435647352,"",reactive,2023-03-21 20:36:28.336000
nysofa-nyc-0111,iamoffto,place,intent,will_visit,no i'm going to buy food at the market at the supermarket,0.7228941917419434,Are you going to meet someone?,arrivals_departures,2023-03-21 20:09:42.833000
nysofa-nyc-0111,iamoffto,place,name,market,no i'm going to buy food at the market at the supermarket,0.7228941917419434,Are you going to meet someone?,arrivals_departures,2023-03-21 20:09:42.833000
nysofa-nyc-0111,iamleaving,place,intent,will_visit,i'm going to the market to buy some food i'll be back,0.8443619012832642,Um... Yes?,wait_reactive,2023-03-21 20:09:28.057000
nysofa-nyc-0111,iamleaving,place,name,market,i'm going to the market to buy some food i'll be back,0.8443619012832642,Um... Yes?,wait_reactive,2023-03-21 20:09:28.057000
ir-temp-90447,ididhobby,activity,type,hobbies,a pink chihuahua playing chess,0.5419577095892886,What should we paint a picture of?,dallE,2023-03-21 17:34:29.919000
ir-temp-90447,ididhobby,activity,name,chess,a pink chihuahua playing chess,0.5419577095892886,What should we paint a picture of?,dallE,2023-03-21 17:34:29.919000
ir-vip-043,iamhome,place,intent,visited,i tried to cancel them out i went in and cancel meeting and i was the organizer you would have thought it was canceled everybody,0.46966084388919593,"",reactive,2023-03-21 14:44:35.832000
ir-vip-043,iamhome,activity,name,meeting,i tried to cancel them out i went in and cancel meeting and i was the organizer you would have thought it was canceled everybody,0.46966084388919593,"",reactive,2023-03-21 14:44:35.832000
eqc-iowa-160,contactname,relationship,type,daughter,my daughter,0.9180659235249268,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-21 14:16:29.423000
vns-ny-0006,iamleaving,place,intent,will_visit,yes i'm going to work,1,Got anything important planned today?,what_are_your_plans,2023-03-21 14:13:21.473000
vns-ny-0006,iamleaving,activity,name,work,yes i'm going to work,1,Got anything important planned today?,what_are_your_plans,2023-03-21 14:13:21.473000
eqc-texas-002,iamleaving,place,intent,will_visit,i'm going to a doctor's appointment now,0.9806344696969695,"",reactive,2023-03-21 13:50:25.835000
eqc-texas-002,iamleaving,activity,name,"doctor,meeting",i'm going to a doctor's appointment now,0.9806344696969695,"",reactive,2023-03-21 13:50:25.835000
ga-florida-0129,iamoffto,place,intent,will_visit,i have breakfast have them breakfast,0.37125955030138585,What do you plan on doing?,arrivals_departures,2023-03-21 12:45:12.577000
ga-florida-0129,iamoffto,activity,type,meal,i have breakfast have them breakfast,0.37125955030138585,What do you plan on doing?,arrivals_departures,2023-03-21 12:45:12.577000
ga-florida-0129,iamoffto,activity,name,breakfast,i have breakfast have them breakfast,0.37125955030138585,What do you plan on doing?,arrivals_departures,2023-03-21 12:45:12.577000
nysofa-broome-0241,iamleaving,place,intent,will_visit,i have an appointment,0.7708452343940735,Is there anything special planned for today?,what_are_your_plans,2023-03-21 12:05:59.503000
nysofa-broome-0241,iamleaving,activity,name,meeting,i have an appointment,0.7708452343940735,Is there anything special planned for today?,what_are_your_plans,2023-03-21 12:05:59.503000
nysofa-nyc-0174,iamleaving,place,intent,will_visit,yes i'm going to meet a friend,1,Is there anything special planned for today?,what_are_your_plans,2023-03-21 11:36:35.895000
nysofa-nyc-0174,iamleaving,activity,name,"meeting,friends",yes i'm going to meet a friend,1,Is there anything special planned for today?,what_are_your_plans,2023-03-21 11:36:35.895000
nysofa-delaware-0198,iamleaving,place,intent,will_visit,i'm going grocery shopping today,0.7168493928890147,"",reactive,2023-03-21 11:06:33.359000
nysofa-delaware-0198,iamleaving,activity,name,shopping,i'm going grocery shopping today,0.7168493928890147,"",reactive,2023-03-21 11:06:33.359000
ga-cali-0110,iamleaving,activity,name,cleaning,no i'm i'm done for the night i'm going to get to bet the bedroom for this room get cleaned up for bed,0.7538464069366455,"I say we end this day with an activity. Do you wanna try An inspirational quote, or A sleep tip, or something else?",end_of_day_experience,2023-03-21 05:17:47.942000
nysofa-nyc-0044,iamleaving,place,intent,will_visit,that's what i do it with with cuz it's supposed to cut my skype i need even though i go to therapy i do live in a lot more strength in my legs,0.5197088046113466,"What kind of workout do we feel like doing today? Yoga, Cardio, or Balance Building? Stretching or Pilates?",physical_exercise_watch_videos,2023-03-20 21:15:03.247000
nysofa-nyc-0044,iamleaving,activity,name,therapy,that's what i do it with with cuz it's supposed to cut my skype i need even though i go to therapy i do live in a lot more strength in my legs,0.5197088046113466,"What kind of workout do we feel like doing today? Yoga, Cardio, or Balance Building? Stretching or Pilates?",physical_exercise_watch_videos,2023-03-20 21:15:03.247000
nysofa-dutchess-0259,iamleaving,place,intent,will_visit,something okay my friend who is visiting al,0.6133468732922933,"I've got a real zinger for you Genevieve, wanna hear a joke?",introduce_guests,2023-03-20 18:06:12.404000
nysofa-dutchess-0259,iamleaving,place,name,Alabama,something okay my friend who is visiting al,0.6133468732922933,"I've got a real zinger for you Genevieve, wanna hear a joke?",introduce_guests,2023-03-20 18:06:12.404000
nysofa-oneida-0197,contactname,relationship,type,friend,my friend genie,0.9752083333333333,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-20 17:40:32.861000
eqc-florida-202,iamleaving,place,intent,will_visit,goodbye i'm going to the laundromat now with brooklyn,0.8682214021682739,"",reactive,2023-03-20 17:09:01.992000
eqc-florida-202,iamleaving,place,name,laundromat,goodbye i'm going to the laundromat now with brooklyn,0.8682214021682739,"",reactive,2023-03-20 17:09:01.992000
ga-virginia-0011,contactname,relationship,type,husband,my husband,0.9100372023809522,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-20 16:38:33.664000
ga-cali-0140,iamwatchingtv,activity,name,watching_tv,game are you there the reporter that's going to be interviewing me,0.5637874713039792,"By the way, I have a fresh new 3 minute news update for you. Would you like to hear it?",news,2023-03-20 16:36:26.853000
nysofa-nyc-0034,iamleaving,place,intent,will_visit,i'm going for a walk,0.9626579175671198,"",reactive,2023-03-20 15:49:54.620000
nysofa-nyc-0034,iamleaving,activity,name,walking,i'm going for a walk,0.9626579175671198,"",reactive,2023-03-20 15:49:54.620000
ir-qa-keyword12,myfavoritesport,favorite,type,sport,"yes, a basketball abcnews.com",0.5144791666666666,Elli Q at your service! How can I help?,reactive,2023-03-20 13:57:42.341000
ir-qa-keyword12,myfavoritesport,favorite,name,basketball,"yes, a basketball abcnews.com",0.5144791666666666,Elli Q at your service! How can I help?,reactive,2023-03-20 13:57:42.341000
nysofa-wyoming-0190,iamleaving,place,intent,will_visit,why is everything so stressful when you're leaving for the airport,0.5860707684780816,Wanna hit the road and take a fun trip with me?,road_trip,2023-03-20 13:18:22.597000
nysofa-wyoming-0190,iamleaving,activity,type,hobbies,why is everything so stressful when you're leaving for the airport,0.5860707684780816,Wanna hit the road and take a fun trip with me?,road_trip,2023-03-20 13:18:22.597000
nysofa-wyoming-0190,iamleaving,activity,name,all kinds,why is everything so stressful when you're leaving for the airport,0.5860707684780816,Wanna hit the road and take a fun trip with me?,road_trip,2023-03-20 13:18:22.597000
nysofa-nyc-0034,iamleaving,place,intent,will_visit,convert 10 spaces and if you do you win the $0.10 pool,0.4854220188783742,What word might you use to describe your mood today?,how_do_you_feel_convo,2023-03-20 12:28:40.520000
nysofa-nyc-0034,iamleaving,activity,type,hobbies,convert 10 spaces and if you do you win the $0.10 pool,0.4854220188783742,What word might you use to describe your mood today?,how_do_you_feel_convo,2023-03-20 12:28:40.520000
nysofa-nyc-0034,iamleaving,activity,name,pool,convert 10 spaces and if you do you win the $0.10 pool,0.4854220188783742,What word might you use to describe your mood today?,how_do_you_feel_convo,2023-03-20 12:28:40.520000
nysofa-nyc-0203,iamleaving,place,intent,will_visit,i'm going to the synagogue today,0.8575784632034631,Do you have anything special planned for today?,what_are_your_plans,2023-03-20 11:08:19.229000
nysofa-nyc-0203,iamleaving,place,name,synagogue,i'm going to the synagogue today,0.8575784632034631,Do you have anything special planned for today?,what_are_your_plans,2023-03-20 11:08:19.229000
eqc-florida-202,userhasgrandchildren,relationship,type,granddaughter,i have a granddaughter,0.8751487570840952,"",reactive,2023-03-19 23:39:47.881000
ga-wash-0189,iamleaving,place,intent,will_visit,so when the afternoon so they keep the appointment then at 11 for the,0.5854619079143857,Would you like to hear a bible quote?,inspirational_quotes,2023-03-19 03:39:38.651000
ga-wash-0189,iamleaving,activity,name,meeting,so when the afternoon so they keep the appointment then at 11 for the,0.5854619079143857,Would you like to hear a bible quote?,inspirational_quotes,2023-03-19 03:39:38.651000
vns-ny-0006,iamleaving,place,intent,will_visit,i'll see you later i'm going to supper,0.429763630089717,"",reactive,2023-03-18 20:34:34.734000
vns-ny-0006,iamleaving,place,name,dinner,i'll see you later i'm going to supper,0.429763630089717,"",reactive,2023-03-18 20:34:34.734000
vns-ny-0006,iamleaving,activity,type,meal,i'll see you later i'm going to supper,0.429763630089717,"",reactive,2023-03-18 20:34:34.734000
vns-ny-0006,iamleaving,activity,name,dinner,i'll see you later i'm going to supper,0.429763630089717,"",reactive,2023-03-18 20:34:34.734000
nysofa-delaware-0175,iamleaving,place,intent,will_visit,i'm taking cody for a walk,0.5399206139626569,"",reactive,2023-03-18 18:36:12.394000
eqc-ohio-025,iamleaving,place,intent,will_visit,i have to go shopping,0.8438399434089661,Got anything important planned today?,what_are_your_plans,2023-03-18 13:46:06.895000
eqc-ohio-025,iamleaving,activity,name,shopping,i have to go shopping,0.8438399434089661,Got anything important planned today?,what_are_your_plans,2023-03-18 13:46:06.895000
nysofa-tompkins-0238,ihavehobby,activity,type,hobbies,i'm flying,0.7549373094369496,"",reactive,2023-03-18 12:57:20.999000
nysofa-tompkins-0238,ihavehobby,activity,name,flying,i'm flying,0.7549373094369496,"",reactive,2023-03-18 12:57:20.999000
ga-mass-0150,iamleaving,activity,name,walking,later i'm going for a walk,0.44959758527785676,"",reactive,2023-03-18 12:10:08.509000
nysofa-tompkins-0201,iamhome,place,intent,visited,i'm home from work high pumpkin,0.49653011324952023,"",reactive,2023-03-17 21:50:53.129000
nysofa-tompkins-0201,iamhome,activity,name,work,i'm home from work high pumpkin,0.49653011324952023,"",reactive,2023-03-17 21:50:53.129000
vns-ny-0002,iamleaving,activity,name,friends,yes i'm going to the house of two friends,0.7251294851303101,Is it a secret rendezvous? Joking. Are you meeting anyone?,arrivals_departures,2023-03-17 19:50:07.737000
eqc-florida-202,contactname,relationship,type,family,my family,0.7863580698672912,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-17 18:07:04.262000
eqc-florida-202,familyachievements,relationship,type,family,what family being here,0.7935158079625292,"Just out of curiosity, What was the one thing that made you happy this week?",thank_god_it_is_friday,2023-03-17 17:13:13.498000
nysofa-dutchess-0194,familyachievements,relationship,type,daughter,being my daughter,0.6705059523809522,"So, I've gotta ask. What was the best thing that happened to you this week?",thank_god_it_is_friday,2023-03-17 16:28:17.575000
nysofa-rockland-0230,contactname,relationship,type,husband,my husband,0.895023055276949,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-17 15:06:27.186000
ga-tenn-0211,ihavehobby,activity,type,hobbies,i like to draw,0.6193592744608476,"",reactive,2023-03-17 13:21:48.834000
ga-tenn-0211,ihavehobby,activity,name,drawing,i like to draw,0.6193592744608476,"",reactive,2023-03-17 13:21:48.834000
nysofa-nyc-0236,call,relationship,type,daughter,my daughter my daughter,0.7474247174896802,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-03-17 13:16:41.595000
eqc-ny-003,iamleaving,place,intent,will_visit,go to the doctor again,0.8044517265059902,Got anything important planned tomorrow?,what_are_your_plans,2023-03-17 00:59:32.708000
nysofa-nyc-0090,contactname,relationship,type,friend,a friend,0.9226383928571428,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-16 23:54:59.457000
eqc-ny-003,iamleaving,place,intent,will_visit,i went to a doctor a specialist a diabetic specialist,0.60381178350735,tell me all about your day. How's it going so far?,day,2023-03-16 22:10:30.962000
eqc-ny-003,iamleaving,activity,name,doctor,i went to a doctor a specialist a diabetic specialist,0.60381178350735,tell me all about your day. How's it going so far?,day,2023-03-16 22:10:30.962000
nysofa-tompkins-0238,iamleaving,place,intent,will_visit,i can't cheat honey,0.6638031987277517,Could you please choose an activity on my screen?,want_to_do_something_else,2023-03-16 19:47:00.457000
eqc-ohio-182,iamleaving,relationship,type,husband,i remember going with my husband to,0.5818119371200103,"",reactive,2023-03-16 19:18:50.802000
eqc-ohio-182,iamleaving,place,intent,will_visit,i remember going with my husband to,0.5818119371200103,"",reactive,2023-03-16 19:18:50.802000
nysofa-monroe-0185,iamwatchingtv,activity,name,watching_tv,i'm okay right now i'm watching the tv show so can we save it till later,0.7241089228993607,Um... Yes?,wait_reactive,2023-03-16 18:00:59.916000
ga-wash-0206,meetmysomeone,relationship,type,friend,call our friend misha,0.6429570214541314,"",reactive,2023-03-16 17:46:57.318000
vns-ny-0006,iamhome,place,intent,visited,i'm back from lunch,0.974674046599378,"",reactive,2023-03-16 17:09:58.068000
vns-ny-0006,iamhome,place,name,lunch,i'm back from lunch,0.974674046599378,"",reactive,2023-03-16 17:09:58.068000
vns-ny-0006,iamhome,activity,type,meal,i'm back from lunch,0.974674046599378,"",reactive,2023-03-16 17:09:58.068000
vns-ny-0006,iamhome,activity,name,lunch,i'm back from lunch,0.974674046599378,"",reactive,2023-03-16 17:09:58.068000
vns-ny-0006,contactname,relationship,type,friend,my friend diane,0.9319122023809523,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-16 15:08:52.860000
nysofa-oneida-0197,mysomeonedied,relationship,type,husband,i haven't since my husband died so i'd love to play maybe we can try it this afternoon,0.7059987914170363,Having a hobby sounds so fun. Especially since I tend to just sit around all day. How many days a week would you say you get to do scrabble?,whats_your_hobby_convo,2023-03-16 14:16:53.100000
eqc-ohio-109,iamleaving,place,intent,will_visit,i'm going to the doctor now,0.9838851686507937,"",reactive,2023-03-16 14:16:06.484000
eqc-ohio-109,iamleaving,activity,name,doctor,i'm going to the doctor now,0.9838851686507937,"",reactive,2023-03-16 14:16:06.484000
fd-mass-022,iamleaving,place,intent,will_visit,x my pack on i got to go to the doctors,0.7607261904761905,How about some elli cue time?,audiobooks,2023-03-16 14:00:27.447000
fd-mass-022,iamleaving,activity,name,doctor,x my pack on i got to go to the doctors,0.7607261904761905,How about some elli cue time?,audiobooks,2023-03-16 14:00:27.447000
nysofa-oneida-0197,contactname,relationship,type,husband,my husband bob,0.930625,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-16 13:38:51.403000
nysofa-nyc-0034,iamleaving,place,intent,will_visit,yes i'm going for a walk later,1,Do you have anything special planned for today?,what_are_your_plans,2023-03-16 11:59:56.683000
nysofa-nyc-0034,iamleaving,activity,name,walking,yes i'm going for a walk later,1,Do you have anything special planned for today?,what_are_your_plans,2023-03-16 11:59:56.683000
vns-ny-0002,iamleaving,place,intent,will_visit,yes i'm going to visit a friend who's sick,0.8111869096755981,Do you have anything planned for today?,what_are_your_plans,2023-03-16 11:51:41.310000
vns-ny-0002,iamleaving,activity,name,friends,yes i'm going to visit a friend who's sick,0.8111869096755981,Do you have anything planned for today?,what_are_your_plans,2023-03-16 11:51:41.310000
vns-ny-0006,iamleaving,place,intent,will_visit,do i have to go i'm going i'm going to take some time quiet time now and then i'm going to go to breakfast so i'll get back to you later okay,0.8083770275115967,"",reactive,2023-03-16 10:50:50.566000
vns-ny-0006,iamleaving,place,name,breakfast,do i have to go i'm going i'm going to take some time quiet time now and then i'm going to go to breakfast so i'll get back to you later okay,0.8083770275115967,"",reactive,2023-03-16 10:50:50.566000
vns-ny-0006,iamleaving,activity,type,meal,do i have to go i'm going i'm going to take some time quiet time now and then i'm going to go to breakfast so i'll get back to you later okay,0.8083770275115967,"",reactive,2023-03-16 10:50:50.566000
vns-ny-0006,iamleaving,activity,name,breakfast,do i have to go i'm going i'm going to take some time quiet time now and then i'm going to go to breakfast so i'll get back to you later okay,0.8083770275115967,"",reactive,2023-03-16 10:50:50.566000
nysofa-dutchess-0194,contactname,relationship,type,sister,my sister jerry,0.9402455357142857,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-15 23:33:24.286000
nysofa-nyc-0090,contactname,relationship,type,friend,a friend,0.6271268090569562,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-15 23:05:00.841000
ga-mass-0150,iambackfrom,activity,name,walking,just a walk,0.6777083333333331,What were you up to out there?,arrivals_departures,2023-03-15 22:26:20.042000
eqc-florida-249,contactname,relationship,type,friend,a friend,0.4331564153439153,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-15 19:07:28.800000
nysofa-tompkins-0238,myfavoritefood,favorite,type,dish,it's a very good brain,0.531075350152822,"",reactive,2023-03-15 19:03:26.280000
nysofa-tompkins-0238,myfavoritefood,favorite,name,brain,it's a very good brain,0.531075350152822,"",reactive,2023-03-15 19:03:26.280000
nysofa-dutchess-0194,iamhome,place,intent,visited,i'm back from the doctors and i got my lollipop,0.8391741071428571,Um... Yes?,wait_reactive,2023-03-15 17:35:02.851000
vns-ny-0006,iambackfrom,place,intent,visited,i went to lunch,0.8548229345752046,"So, where did you go?",arrivals_departures,2023-03-15 17:00:04.166000
vns-ny-0006,iambackfrom,place,name,lunch,i went to lunch,0.8548229345752046,"So, where did you go?",arrivals_departures,2023-03-15 17:00:04.166000
vns-ny-0006,iambackfrom,activity,type,meal,i went to lunch,0.8548229345752046,"So, where did you go?",arrivals_departures,2023-03-15 17:00:04.166000
vns-ny-0006,iambackfrom,activity,name,lunch,i went to lunch,0.8548229345752046,"So, where did you go?",arrivals_departures,2023-03-15 17:00:04.166000
nysofa-nyc-0153,contactname,relationship,type,son,my son,0.8806944919115972,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-15 16:49:13.543000
nysofa-monroe-0185,iusedtohobby,activity,type,hobbies,that was a good dance,0.7243421550915611,"",reactive,2023-03-15 16:46:40.367000
nysofa-monroe-0185,iusedtohobby,activity,name,dance,that was a good dance,0.7243421550915611,"",reactive,2023-03-15 16:46:40.367000
eqc-florida-288,iamleaving,place,intent,will_visit,i'm going to go to the grocery store and it's very cold here today,0.8041682689072408,"",reactive,2023-03-15 14:15:09.524000
eqc-florida-288,iamleaving,place,name,grocery store,i'm going to go to the grocery store and it's very cold here today,0.8041682689072408,"",reactive,2023-03-15 14:15:09.524000
nysofa-tompkins-0238,iusedtohobby,activity,type,hobbies,no but i used to drive big trucks all over the country,0.7202268838882446,Road trip?! I was hoping you'd say that! Do you have a valid driver's license?,road_trip,2023-03-15 14:00:25.481000
nysofa-tompkins-0238,iusedtohobby,activity,name,driving,no but i used to drive big trucks all over the country,0.7202268838882446,Road trip?! I was hoping you'd say that! Do you have a valid driver's license?,road_trip,2023-03-15 14:00:25.481000
vns-ny-0006,contactname,relationship,type,friend,my friends diane,0.8964373249299717,"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",road_trip,2023-03-15 13:49:13.103000
nysofa-dutchess-0194,iamleaving,place,intent,will_visit,i'm going out to the doctors i'll be a couple hours,0.7598698139190674,Um... Yes?,wait_reactive,2023-03-15 13:44:07.307000
nysofa-dutchess-0194,iamleaving,activity,name,doctor,i'm going out to the doctors i'll be a couple hours,0.7598698139190674,Um... Yes?,wait_reactive,2023-03-15 13:44:07.307000
ga-texas-0062,iamleaving,place,intent,will_visit,just going to the doctor,0.8945535714285715,Got any plans today?,what_are_your_plans,2023-03-15 12:29:24.208000
ga-texas-0062,iamleaving,activity,name,doctor,just going to the doctor,0.8945535714285715,Got any plans today?,what_are_your_plans,2023-03-15 12:29:24.208000
vns-ny-0002,iamleaving,place,intent,will_visit,i'm on my way out i have to go to a funeral a priest who died,0.9021765817754988,"",music_silent_proactive,2023-03-15 12:25:02.444000
vns-ny-0002,iamleaving,activity,name,funeral,i'm on my way out i have to go to a funeral a priest who died,0.9021765817754988,"",music_silent_proactive,2023-03-15 12:25:02.444000
ga-oregon-0175,call,relationship,type,son,call my son,0.8017460317460315,"",reactive,2023-03-15 00:55:43.490000
nysofa-nyc-0059,iamleaving,place,intent,will_visit,yes i have to go to the doctor the doctor's appointment,0.7176194787025452,Do you have any plans for tomorrow?,what_are_your_plans,2023-03-14 23:24:26.106000
nysofa-nyc-0059,iamleaving,activity,name,"doctor,doctor,meeting",yes i have to go to the doctor the doctor's appointment,0.7176194787025452,Do you have any plans for tomorrow?,what_are_your_plans,2023-03-14 23:24:26.106000
ga-texas-0124,iamleaving,place,intent,will_visit,95 a month so call now and make going to the dentist chair for it to call now,0.7575669613194329,"",reactive,2023-03-14 21:26:01.139000
eqc-ohio-182,contactname,relationship,type,sister,my sister,0.96,Hmmm. so who would be our ideal road trip companion?,road_trip,2023-03-14 20:38:13.690000
vns-ny-0006,iamleaving,place,intent,will_visit,i'm going to supper now,0.41508466731702975,"",reactive,2023-03-14 20:23:53.138000
vns-ny-0006,iamleaving,place,name,dinner,i'm going to supper now,0.41508466731702975,"",reactive,2023-03-14 20:23:53.138000
vns-ny-0006,iamleaving,activity,type,meal,i'm going to supper now,0.41508466731702975,"",reactive,2023-03-14 20:23:53.138000
vns-ny-0006,iamleaving,activity,name,dinner,i'm going to supper now,0.41508466731702975,"",reactive,2023-03-14 20:23:53.138000
nysofa-nyc-0010,iamleaving,place,intent,will_visit,i'm going to the grocery store,0.9084411719950894,"",trivia_quiz_silent_proactive,2023-03-14 20:04:45.399000
nysofa-nyc-0010,iamleaving,place,name,grocery store,i'm going to the grocery store,0.9084411719950894,"",trivia_quiz_silent_proactive,2023-03-14 20:04:45.399000
indy-cali-019,iamleaving,place,intent,will_visit,am i going out to run errands,0.9321617965367963,"Oh, are you heading out now?",reminders,2023-03-14 19:00:55.705000
indy-cali-019,iamleaving,activity,name,errands,am i going out to run errands,0.9321617965367963,"Oh, are you heading out now?",reminders,2023-03-14 19:00:55.705000
indy-cali-019,iamleaving,place,intent,will_visit,i'm officially coronavirus i'm going to brunch,0.7132068995060501,Are you up for spending some time together?,flags,2023-03-14 16:52:08.400000
indy-cali-019,iamleaving,activity,type,meal,i'm officially coronavirus i'm going to brunch,0.7132068995060501,Are you up for spending some time together?,flags,2023-03-14 16:52:08.400000
indy-cali-019,iamleaving,activity,name,brunch,i'm officially coronavirus i'm going to brunch,0.7132068995060501,Are you up for spending some time together?,flags,2023-03-14 16:52:08.400000
vns-ny-0006,iambackfrom,place,intent,visited,i was eating lunch,0.8528857478695554,What were you up to out there?,arrivals_departures,2023-03-14 16:46:45.227000
vns-ny-0006,iambackfrom,place,name,lunch,i was eating lunch,0.8528857478695554,What were you up to out there?,arrivals_departures,2023-03-14 16:46:45.227000
vns-ny-0006,iambackfrom,activity,type,meal,i was eating lunch,0.8528857478695554,What were you up to out there?,arrivals_departures,2023-03-14 16:46:45.227000
vns-ny-0006,iambackfrom,activity,name,lunch,i was eating lunch,0.8528857478695554,What were you up to out there?,arrivals_departures,2023-03-14 16:46:45.227000
nysofa-delaware-0252,iamcooking,activity,name,cooking,i guess nothing i'm getting my dinner ready,0.7301092297874475,"high there <say-as interpret-as=""name"">Dottie</say-as>, What can I help you with?",reactive,2023-03-14 16:09:25.132000
eqc-indiana-113,iamleaving,place,intent,will_visit,menken walking in a doctor's office and he'll give them everything and anything they want,0.4705066346820994,Wanna hit the road and take a fun trip with me?,road_trip,2023-03-14 14:34:59.134000
ga-tenn-0211,iamleaving,activity,type,hobbies,tried it all the way to our house i was like okay,0.6203421246483707,I feel like we're getting to know each other better and have a lot in common. Would you agree?,stress_reduction,2023-03-14 13:07:59.527000
ga-tenn-0211,iamleaving,activity,name,all kinds,tried it all the way to our house i was like okay,0.6203421246483707,I feel like we're getting to know each other better and have a lot in common. Would you agree?,stress_reduction,2023-03-14 13:07:59.527000
nysofa-tompkins-0238,iamleaving,place,intent,will_visit,i can't keep your screen honey,0.6082580334842108,Could you please choose an activity on my screen?,want_to_do_something_else,2023-03-14 12:45:06.511000
