elliq_text,user_text,memory_name,entity,value,group_id,validated,created_time,agent_id
Leaving So soon? Where are you going?,for a walk,activity,type,physical activity,0cecad24-13b9-4811-a8ea-f0b64d0d5898,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0034
Leaving So soon? Where are you going?,for a walk,activity,name,walk,0cecad24-13b9-4811-a8ea-f0b64d0d5898,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0034
What was it?,working in a library,activity,type,work,0d44089e-fea2-4ac7-bdfe-1a1c2fef8f49,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0262
What was it?,working in a library,activity,name,working in a library,0d44089e-fea2-4ac7-bdfe-1a1c2fef8f49,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0262
let's try again. maybe say it a bit differently this time.,i work at a grocery store,place,name,grocery store,0d46fbb4-aa43-4eb6-8673-b93c55d06612,1,2023-08-15 14:56:24 UTC,ir-vip-049
How can I help you?,say hello to my friend judy,relationship,name,Judy,0d5feae5-da5e-4c77-bc60-ad6daf702cf1,1,2023-08-15 14:56:24 UTC,nysofa-otsego-0192
Do you have 30 seconds for some gentle breathing?,no i'm cooking dinner,activity,type,meal,0d72bee5-2278-4feb-9e42-d77d60ddde91,1,2023-08-15 14:56:24 UTC,ga-ny-0147
Do you have 30 seconds for some gentle breathing?,no i'm cooking dinner,activity,name,cooking dinner,0d72bee5-2278-4feb-9e42-d77d60ddde91,1,2023-08-15 14:56:24 UTC,ga-ny-0147
How can I help you?,going camping,activity,type,outdoor activity,0dd742c1-af45-415b-9e3b-cf0fe978370c,1,2023-08-15 14:56:24 UTC,nysofa-greene-0101
Hello sunshine! How can I help?,i'm just letting you know i'm leaving to go for an appointment this afternoon i will be back in several hours,activity,type,appointment,0e04870a-3b79-488d-a322-7c02d7f5f789,1,2023-08-15 14:56:24 UTC,nysofa-erie-0156
How can I help you?,i'm going to see a movie with my friend,activity,type,social activity,0e378da7-45af-43b8-a897-e8721a89ab13,1,2023-08-15 14:56:24 UTC,eqc-ny-003
How can I help you?,i'm going to see a movie with my friend,activity,name,movie,0e378da7-45af-43b8-a897-e8721a89ab13,1,2023-08-15 14:56:24 UTC,eqc-ny-003
How can I help you?,i'm going to see a movie with my friend,relationship,type,friend,0e378da7-45af-43b8-a897-e8721a89ab13,1,2023-08-15 14:56:24 UTC,eqc-ny-003
Is now a better time to talk?,show i just told you i'm going for a walk,activity,type,physical activity,0e4b3b2d-2092-4d40-a0a0-3667c112fadb,1,2023-08-15 14:56:24 UTC,eqc-florida-202
"Where did you end up going <say-as interpret-as=""name"">Sweet Pea</say-as>?",to the store,place,name,store,0eb70555-8b5e-4e44-b06f-4cee1962fa60,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0041
Do you have anything planned for tomorrow?,doctor's appointment,activity,type,appointment,0ed0e6e9-7cd1-4cea-9f91-ef598c8911cb,1,2023-08-15 14:56:24 UTC,eqc-ohio-174
Do you have anything planned for tomorrow?,doctor's appointment,activity,name,doctor's appointment,0ed0e6e9-7cd1-4cea-9f91-ef598c8911cb,1,2023-08-15 14:56:24 UTC,eqc-ohio-174
Yes?,now i'm taking the boys for a walk goodbye,activity,type,physical activity,0ef22f6a-5e36-464f-a800-d568565fc1bb,1,2023-08-15 14:56:24 UTC,eqc-florida-202
"Wonderful, what’s on the agenda today?",i'm going outside and going for a walk,activity,type,physical activity,0efcfc6d-9f2a-4e24-b06b-1c9fab8f4671,1,2023-08-15 14:56:24 UTC,ga-mass-0150
"Wonderful, what’s on the agenda today?",i'm going outside and going for a walk,activity,name,walk,0efcfc6d-9f2a-4e24-b06b-1c9fab8f4671,1,2023-08-15 14:56:24 UTC,ga-mass-0150
Is there anything special planned for today?,i'm going to shower now and i'm going to have my breakfast,activity,name,shower,0f3f6b41-7e41-4e70-86c7-0bae4e42b93f,1,2023-08-15 14:56:24 UTC,fd-mass-026
"Great, what are your plans?",busy making appointment,activity,type,appointment,0f6bab20-1bbd-421c-8939-0f8165c1137f,1,2023-08-15 14:56:24 UTC,eqc-florida-221
"Great, what are your plans?",busy making appointment,activity,name,making appointment,0f6bab20-1bbd-421c-8939-0f8165c1137f,1,2023-08-15 14:56:24 UTC,eqc-florida-221
How can I help you?,been sitting at the garage,place,name,garage,0f6c6523-9573-40de-bb68-e51678794b78,1,2023-08-15 14:56:24 UTC,indy-ny-033
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",oh maybe my sister debbie,relationship,name,Debbie,0f6cb90b-94b5-4e8b-a621-c7639cb8aad3,1,2023-08-15 14:56:24 UTC,eqc-iowa-263
"So, I learned lately that bird-watching is a popular hobby. Do you like bird watching?",i do guess indeed i like birds,hobby,type,bird-watching,0f77182a-4ebc-457a-b2dc-7d91fba62f1a,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"So, I learned lately that bird-watching is a popular hobby. Do you like bird watching?",i do guess indeed i like birds,interest,name,birds,0f77182a-4ebc-457a-b2dc-7d91fba62f1a,1,2023-08-15 14:56:24 UTC,ga-wash-0189
"If you've had time to think of your hobby, eyed still love to know, what is it?",pool going to the pool,activity,type,hobby,0f7aa94a-1454-4e25-847e-ed472d3acbc8,1,2023-08-15 14:56:24 UTC,eqc-florida-202
"If you've had time to think of your hobby, eyed still love to know, what is it?",pool going to the pool,activity,name,going to the pool,0f7aa94a-1454-4e25-847e-ed472d3acbc8,1,2023-08-15 14:56:24 UTC,eqc-florida-202
How about you share a memory about what you wanted to be when you grew up?,i wanted to be a veterinarian,aspiration,profession,veterinarian,0f9090f3-bfc5-4cbf-bf2f-cec16772d665,1,2023-08-15 14:56:24 UTC,ga-florida-0236
Is there anything special planned for tomorrow?,yes i'm going to go visit a friend and watch the movie,activity,type,social interaction,0fbc123c-c3f3-4c7d-8a5a-0aba08006d11,1,2023-08-15 14:56:24 UTC,eqc-ohio-116
Is there anything special planned for tomorrow?,yes i'm going to go visit a friend and watch the movie,activity,name,visit friend,0fbc123c-c3f3-4c7d-8a5a-0aba08006d11,1,2023-08-15 14:56:24 UTC,eqc-ohio-116
Is there anything special planned for tomorrow?,yes i'm going to go visit a friend and watch the movie,activity,type,entertainment,0fbc123c-c3f3-4c7d-8a5a-0aba08006d11,1,2023-08-15 14:56:24 UTC,eqc-ohio-116
Is there anything special planned for tomorrow?,yes i'm going to go visit a friend and watch the movie,activity,name,watch movie,0fbc123c-c3f3-4c7d-8a5a-0aba08006d11,1,2023-08-15 14:56:24 UTC,eqc-ohio-116
How can I help you?,i did exercise today and i'm tired,activity,type,exercise,0fcbefc9-1574-4b31-8029-692f453f14e9,1,2023-08-15 14:56:24 UTC,ecumen-sav-039
let's try again. maybe say it a bit differently this time.,i'm just saying i'm just going out to eat to eat,activity,type,meal,0ff8dd1d-3824-4a58-a401-a2f4cdba32a9,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
let's try again. maybe say it a bit differently this time.,i'm just saying i'm just going out to eat to eat,activity,name,going out to eat,0ff8dd1d-3824-4a58-a401-a2f4cdba32a9,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
How can I help you?,i've also started quilting,activity,type,crafting,1005b611-2aab-41c7-b493-042c96eb21fa,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0284
How can I help you?,i went to the concert,activity,type,entertainment,100d5999-8f60-46fa-9af8-7d75d20f5eb3,1,2023-08-15 14:56:24 UTC,ga-florida-0129
Did you say something?,i'm taking the dog for a walk,activity,type,physical activity,10139219-c031-43a6-b344-43a059caf732,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
Did you say something?,i'm taking the dog for a walk,possession,type,pet,10139219-c031-43a6-b344-43a059caf732,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
Did you say something?,i'm taking the dog for a walk,possession,name,dog,10139219-c031-43a6-b344-43a059caf732,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0175
Do you have any plans for today?,who go grocery shopping maybe catch up on a few things,activity,name,grocery shopping,106c506a-8640-47ac-91c2-2acbb5c73755,1,2023-08-15 14:56:24 UTC,ir-vip-033
"Great, what are your plans?",doctors office,place,name,doctor's office,107f082f-3c8d-4bfc-96a5-b0e3e557e782,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0187
How can I help you?,goodbye i'm going to play bingo now,activity,type,game,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,1,2023-08-15 14:56:24 UTC,eqc-florida-202
How can I help you?,goodbye i'm going to play bingo now,activity,name,bingo,10cc1fe8-1a44-45a7-800a-ddcc4d44f041,1,2023-08-15 14:56:24 UTC,eqc-florida-202
Wanna spend some time together?,not right now i have to go to my appointment,activity,type,appointment,10d931c9-ef13-4e77-8df4-3d64b621114f,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0260
Is there anything special planned for tomorrow?,i go to the dentist tomorrow to get up at 1 to get a tooth repaired,activity,type,appointment,1109d092-9da4-4730-9a5a-6c0d1ede2e95,1,2023-08-15 14:56:24 UTC,nysofa-niagara-0346
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,activity,type,sports,115505ce-c6c0-45cb-8bcd-2ca71de1c086,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0266
Is there something else you’d like to do?,i'm just watching a tennis match on t.v.,activity,details,tennis match,115505ce-c6c0-45cb-8bcd-2ca71de1c086,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0266
When will you be back home? I want to make sure to be here.,will be back in 20 minutes,activity,type,returning home,11567bcf-cc6b-4709-8587-57f3b1e11be9,1,2023-08-15 14:56:24 UTC,eqc-florida-202
How can I help you?,i love paint,activity,type,hobby,1174499a-7c19-4806-9ba6-3b88cd593c72,1,2023-08-15 14:56:24 UTC,ga-florida-0129
How can I help you?,i'm sorry yeah we're getting ready to take our walk now,activity,type,physical activity,1183f4e2-638a-4dc1-a7d9-332056f21b6f,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0233
"There you are! What can I help you with <say-as interpret-as=""name"">Alice</say-as>?",nothing i'm making dinner,activity,type,meal,11fac057-2f0e-4a1b-b3ad-a7ccf31699ba,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
"There you are! What can I help you with <say-as interpret-as=""name"">Alice</say-as>?",nothing i'm making dinner,activity,name,making dinner,11fac057-2f0e-4a1b-b3ad-a7ccf31699ba,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
"Did you know that expressing gratitude can have a real positive effect on the way you feel, 'n the quality of your sleep? Would you like to try an exercise in gratitude with me.",i'm fixing dinner,activity,type,meal,122a7520-7ad5-425d-834a-41a5bb6ebb62,1,2023-08-15 14:56:24 UTC,eqc-florida-288
"So, <say-as interpret-as=""name"">Donna</say-as>, tell me all about your adventure outside. Where did you go?",i'm still not home i'm in the hospital rehab,activity,type,rehab,1238a192-ef76-47d0-a111-2ccf53c8d6ec,1,2023-08-15 14:56:24 UTC,eqc-florida-314
"How wonderful, what are your plans for tomorrow?",i'm going to 3 churches,activity,type,religious activity,128fe8d3-8029-4a8c-af8b-68ff81b1dc46,1,2023-08-15 14:56:24 UTC,ga-texas-0062
"How wonderful, what are your plans for tomorrow?",i'm going to 3 churches,activity,name,visiting churches,128fe8d3-8029-4a8c-af8b-68ff81b1dc46,1,2023-08-15 14:56:24 UTC,ga-texas-0062
How can I help you?,goodbye i'm going to work,activity,name,going to work,12c77a28-61d1-43db-ac5d-5601b91fa843,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0201
"That's lovely, what are your plans?",i have two doctors appointments and a visit with a friend,activity,type,medical appointment,12d25926-b0a5-4878-864b-7c008d4dfb31,1,2023-08-15 14:56:24 UTC,vns-ny-0002
"That's lovely, what are your plans?",i have two doctors appointments and a visit with a friend,activity,type,social visit,12d25926-b0a5-4878-864b-7c008d4dfb31,1,2023-08-15 14:56:24 UTC,vns-ny-0002
"That's lovely, what are your plans?",i have two doctors appointments and a visit with a friend,relationship,type,friend,12d25926-b0a5-4878-864b-7c008d4dfb31,1,2023-08-15 14:56:24 UTC,vns-ny-0002
How can I help you?,i'm going to do some errands right now so i'll see you in a little bit,activity,type,errands,13521e1c-9a09-4375-8b80-78f86ade46a6,1,2023-08-15 14:56:24 UTC,ga-florida-0072
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,place,name,store,1368f4f2-6f45-463e-89b4-aefa1ba02d5d,1,2023-08-15 14:56:24 UTC,ga-nebraska-0180
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,activity,type,activity,1368f4f2-6f45-463e-89b4-aefa1ba02d5d,1,2023-08-15 14:56:24 UTC,ga-nebraska-0180
How can I help you?,i'm going to the store i'll be back in maybe an hour or so,activity,name,going to the store,1368f4f2-6f45-463e-89b4-aefa1ba02d5d,1,2023-08-15 14:56:24 UTC,ga-nebraska-0180
How can I help you?,i want to see a movie,activity,type,entertainment,136909d0-4328-4a87-801b-f411ef5a53d0,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0111
How can I help you?,say hello to my friend terry,relationship,name,Terry,13ad615d-6cdb-4363-90ba-7fd335f2b4d9,1,2023-08-15 14:56:24 UTC,nysofa-erie-0400
Are you in the mood to do some gentle breathing? It'll only take about 30 seconds.,no i'm making breakfast i'm making breakfast mm,activity,type,meal,13b0b0d9-1560-4e55-b1eb-a7809e45e75b,1,2023-08-15 14:56:24 UTC,ga-florida-0182
Are you in the mood to do some gentle breathing? It'll only take about 30 seconds.,no i'm making breakfast i'm making breakfast mm,activity,name,making breakfast,13b0b0d9-1560-4e55-b1eb-a7809e45e75b,1,2023-08-15 14:56:24 UTC,ga-florida-0182
"Lovely, what are you up to tomorrow?",i should go shopping for for groceries grocery shopping,activity,name,grocery shopping,13ecb679-0f90-4a91-9cee-6ae70831905a,1,2023-08-15 14:56:24 UTC,nysofa-monroe-0185
Wanna test your movie knowledge with the movie emoji game?,i need to get ready to go to the doctors at 11,place,name,doctors,13f071c1-9304-449c-bd89-b62d2eafe071,1,2023-08-15 14:56:24 UTC,nysofa-greene-0317
I just thought of something I really wanna know about you. Do you like watching sports?,some sports yes i like baseball,interest,type,sports,140863fa-70c1-4ff2-b312-ae40e16855b8,1,2023-08-15 14:56:24 UTC,nysofa-westchester-0350
What did you say?,we're going to moonstone beach,place,name,Moonstone Beach,146f9a51-3048-485f-819e-dd0637ef711f,1,2023-08-15 14:56:24 UTC,fd-mass-022
Got anything important planned today?,going to the doctor,activity,type,appointment,1476f2b5-e3a2-48a3-82c9-5556a5a32b48,1,2023-08-15 14:56:24 UTC,eqc-ohio-109
Is now a good time to hang out?,not now i'm on my way to the grocery store,activity,type,activity,147a1c3f-869f-4f9b-a134-0a85adbf5474,1,2023-08-15 14:56:24 UTC,o3a-wash-0015
Do you have anything planned for today?,i might go shopping food shopping,activity,type,shopping,1498d977-fff1-4470-a4e9-a5fa93e6b64d,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0031
Do you have anything planned for today?,i might go shopping food shopping,activity,name,food shopping,1498d977-fff1-4470-a4e9-a5fa93e6b64d,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0031
Is there anything special planned for today?,i'm going to you again and go visit a friend,activity,name,visit a friend,14991256-9c06-4aa7-91a0-1e5a0b1a15cb,1,2023-08-15 14:56:24 UTC,o3a-wash-0001
Have you had the chance to watch any new movies lately?,no i don't watch movies,activity,preference,doesn't watch movies,14b06015-73ea-4019-99d5-72a1534289ca,1,2023-08-15 14:56:24 UTC,o3a-wash-0026
So? what's your favorite sport?,hockey basketball baseball,interest,name,hockey,14c2aaf2-c13f-4664-984e-0da7b8186d57,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0082
So? what's your favorite sport?,hockey basketball baseball,interest,name,baseball,14c2aaf2-c13f-4664-984e-0da7b8186d57,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0082
What's your favorite type of workout?,i light to walk and do the elliptical,activity,name,elliptical,14d2b448-47df-4165-850a-f50ac2badc36,1,2023-08-15 14:56:24 UTC,nysofa-erie-0400
What do you plan on doing?,run errands,activity,type,errands,14edd9b8-d01e-41d6-bf83-ed1816d570b8,1,2023-08-15 14:56:24 UTC,broward-florida-0018
Do you have anything planned for today?,yes i got to go to work i got to go to the doctor,activity,type,work,15150342-42c2-40bb-b7b1-702a9c9f0c71,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0261
Do you have anything planned for today?,yes i got to go to work i got to go to the doctor,place,name,doctor,15150342-42c2-40bb-b7b1-702a9c9f0c71,1,2023-08-15 14:56:24 UTC,nysofa-suffolk-0261
"So I'm curious, what were you up to <say-as interpret-as=""name"">Gary</say-as>?",walking the dog,activity,type,physical activity,152e0d10-bb70-48b1-9230-afc42c037c8e,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0321
"So I'm curious, what were you up to <say-as interpret-as=""name"">Gary</say-as>?",walking the dog,activity,name,walking the dog,152e0d10-bb70-48b1-9230-afc42c037c8e,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0321
How can I help you?,this is my nephew damion,person,name,Damion,1534ca95-2de3-4754-9a3a-73f05107e05f,1,2023-08-15 14:56:24 UTC,nysofa-greene-0317
"Oh I'm curious, where did you go?",i was i was out shopping,activity,type,shopping,154cd455-88e6-4bf4-a025-fc17c54287e6,1,2023-08-15 14:56:24 UTC,eqc-ny-075
How can I help you?,so i went to play a game called bingo,activity,type,game,155b9eb7-df1a-4f9a-a4cf-7849fb1b3727,1,2023-08-15 14:56:24 UTC,indy-cali-019
How can I help you?,so i went to play a game called bingo,activity,name,bingo,155b9eb7-df1a-4f9a-a4cf-7849fb1b3727,1,2023-08-15 14:56:24 UTC,indy-cali-019
How about some time together?,i was just leaving to go see paul,activity,type,socializing,157dac66-cf15-4207-b968-007a32c24e4a,1,2023-08-15 14:56:24 UTC,ir-insiders-iowa015
How about some time together?,i was just leaving to go see paul,activity,name,visiting Paul,157dac66-cf15-4207-b968-007a32c24e4a,1,2023-08-15 14:56:24 UTC,ir-insiders-iowa015
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,pet care,15b9c998-1d0e-42ad-bb51-2b55f0ba66e3,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,name,taking dog outside,15b9c998-1d0e-42ad-bb51-2b55f0ba66e3,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,health monitoring,15b9c998-1d0e-42ad-bb51-2b55f0ba66e3,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,name,checking blood sugar,15b9c998-1d0e-42ad-bb51-2b55f0ba66e3,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
"I've got some free time, wanna do something together?",no i'm going to take my dog outside to go potty when i get done in and i got to take my blood sugar and i'm going to be busy for a while but when i get done i'll call you okay,activity,type,communication,15b9c998-1d0e-42ad-bb51-2b55f0ba66e3,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
Do you have any important plans for tomorrow?,oh let's see going to church,activity,type,religious activity,15c89e5a-d4dc-43bc-b2e1-351f7eb872ac,1,2023-08-15 14:56:24 UTC,ga-colorado-0094
Do you have any important plans for tomorrow?,oh let's see going to church,activity,name,going to church,15c89e5a-d4dc-43bc-b2e1-351f7eb872ac,1,2023-08-15 14:56:24 UTC,ga-colorado-0094
How can I help you?,i just got home from the store,activity,type,shopping,15f8f468-8055-4bc8-81b3-51f086d6dc6b,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
How can I help you?,i just got home from the store,place,name,store,15f8f468-8055-4bc8-81b3-51f086d6dc6b,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
Do you have anything special planned for today?,yes i'm going to church today i'll be at church all day today i'll be out all day today,activity,type,religious activity,160b438e-e175-49f5-a082-78418e1a9cd0,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0048
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,type,social event,164c108b-8696-439f-af33-22026bfc7693,1,2023-08-15 14:56:24 UTC,eqc-florida-243
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,name,birthday party,164c108b-8696-439f-af33-22026bfc7693,1,2023-08-15 14:56:24 UTC,eqc-florida-243
Do you have anything planned for today?,i'm going to go to a birthday party meal,activity,type,meal,164c108b-8696-439f-af33-22026bfc7693,1,2023-08-15 14:56:24 UTC,eqc-florida-243
"Just checking in, how are you feeling this morning?",good going to church,activity,type,religious activity,1663dcba-3029-4e31-bebb-31a540141d80,1,2023-08-15 14:56:24 UTC,fmn-mass-003
"Just checking in, how are you feeling this morning?",good going to church,activity,name,going to church,1663dcba-3029-4e31-bebb-31a540141d80,1,2023-08-15 14:56:24 UTC,fmn-mass-003
How can I help you?,i'd like you to meet my friend annie,relationship,name,Annie,168fcac1-f71c-4096-8773-d82609a54db5,1,2023-08-15 14:56:24 UTC,nysofa-niagara-0207
Um... Yes?,i'm going to the market to buy some food i'll be back,activity,type,shopping,16c0f1a6-8f44-4e42-9db2-fc004584a80e,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0111
Um... Yes?,i'm going to the market to buy some food i'll be back,activity,name,buying food,16c0f1a6-8f44-4e42-9db2-fc004584a80e,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0111
How can I help you?,i'm going to go in the other room and talk to my sister on the phone,activity,name,talking on the phone,16dc7b63-8491-4c78-989f-1fed9cc023c5,1,2023-08-15 14:56:24 UTC,nysofa-oneida-0284
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to church with my daughter,activity,name,going to church,17261887-c480-4705-820f-05d5df21b9e9,1,2023-08-15 14:56:24 UTC,cabhi-groupc-025
"I'm not sure I got that, are you going out?",no i'm not elliq know i'm not i'm watching football listen to the football game i know it's until football game today,activity,name,watching football,17967db9-46c5-4234-b540-816230356306,1,2023-08-15 14:56:24 UTC,ga-florida-0129
Is there anything special planned for today?,just working in the yard,activity,type,outdoor activity,17cf1dc3-1527-4fab-a57b-e3bf73f0b471,1,2023-08-15 14:56:24 UTC,indy-texas-025
Is there anything special planned for today?,just working in the yard,activity,name,working in the yard,17cf1dc3-1527-4fab-a57b-e3bf73f0b471,1,2023-08-15 14:56:24 UTC,indy-texas-025
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",just going to the doctor,activity,type,appointment,1831e24e-167f-46dc-8b6a-002fb2d2f3d7,1,2023-08-15 14:56:24 UTC,ga-texas-0062
"I'm not sure I understood, do you want to call someone?",call my daughter,activity,type,communication,183cb470-a701-413b-8f1e-66e5760779f6,1,2023-08-15 14:56:24 UTC,nysofa-nyc-0223
Do you have any plans for today?,to go to my daughters,relationship,type,daughter,18889536-1140-4224-96fd-6dca759e4e63,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
Do you have any plans for today?,to go to my daughters,activity,type,visit,18889536-1140-4224-96fd-6dca759e4e63,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
Do you have any plans for today?,to go to my daughters,activity,name,visiting daughter,18889536-1140-4224-96fd-6dca759e4e63,1,2023-08-15 14:56:24 UTC,nysofa-dutchess-0194
"Just out of curiosity, What was the one thing that made you happy this week?",i did shopping with my daughter,activity,name,shopping with daughter,189fd9c3-a261-4399-b7f5-dfa08d8fbe47,1,2023-08-15 14:56:24 UTC,eqc-florida-243
How can I help you?,did you hear me when i'm getting ready to go to the doctors,activity,type,medical appointment,18a549b9-622c-4047-b184-4e4fe3e76567,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0264
How can I help you?,did you hear me when i'm getting ready to go to the doctors,place,name,doctors,18a549b9-622c-4047-b184-4e4fe3e76567,1,2023-08-15 14:56:24 UTC,nysofa-onondaga-0264
"excuse me <say-as interpret-as=""name"">Magdalena</say-as>, are you ready now by any chance?",nope i'm getting dressed to leave the house i'm going shopping,activity,name,leaving the house,18b06ed3-41ef-449e-8d06-3ee47d2a85ad,1,2023-08-15 14:56:24 UTC,eqc-indiana-151
Where are you off to?,the hospital just to visit my sister,activity,type,visit,18d91f7f-9032-4c89-9560-9d37d6bf1881,1,2023-08-15 14:56:24 UTC,ga-florida-0127
let's give it another go. What did you say?,i'm going to take my dog out to the bathroom,activity,type,pet care,193794cf-8174-4027-a1d2-2d83a6fbae75,1,2023-08-15 14:56:24 UTC,ga-minnesota-0071
How can I help you?,my day is going great and i'm going to take my dog for a walk,mood,type,positive,193dbb45-340d-4d08-a6b8-209fbef29108,1,2023-08-15 14:56:24 UTC,ga-northcarolina-0185
How can I help you?,my day is going great and i'm going to take my dog for a walk,activity,type,physical activity,193dbb45-340d-4d08-a6b8-209fbef29108,1,2023-08-15 14:56:24 UTC,ga-northcarolina-0185
How can I help you?,my day is going great and i'm going to take my dog for a walk,activity,name,walking dog,193dbb45-340d-4d08-a6b8-209fbef29108,1,2023-08-15 14:56:24 UTC,ga-northcarolina-0185
Wish I could join you. Are you meeting up with anyone?,i'm going to a doctor's appointment,place,name,doctor's appointment,196606ef-f5d1-4ca5-a1fc-f79d4cb23591,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0339
"Great, what are your plans?",do some reading,activity,type,intellectual activity,198bb4af-6419-458b-9908-aa00fe2748e8,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0167
"Oh, here's an idea! Wanna take a picture with me here in rome?",not right now thanks not right now i'm going to go to church,activity,type,religious activity,199a75eb-3728-497e-bd9e-a3a261310766,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0198
"Oh, here's an idea! Wanna take a picture with me here in rome?",not right now thanks not right now i'm going to go to church,activity,name,going to church,199a75eb-3728-497e-bd9e-a3a261310766,1,2023-08-15 14:56:24 UTC,nysofa-delaware-0198
How can I help you?,can i talk to you this evening when i come home from the doctor or tonight,activity,type,conversation,19b54933-a861-40e4-a24e-1d68fc8ceeb1,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
How can I help you?,can i talk to you this evening when i come home from the doctor or tonight,time,time_of_day,evening,19b54933-a861-40e4-a24e-1d68fc8ceeb1,1,2023-08-15 14:56:24 UTC,ga-illinois-0168
What movie did you watch?,no i went for a walk in the park,activity,name,walk,19b96301-7d19-48ee-8fde-61bc4bfd0135,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0201
What movie did you watch?,no i went for a walk in the park,place,name,park,19b96301-7d19-48ee-8fde-61bc4bfd0135,1,2023-08-15 14:56:24 UTC,nysofa-tompkins-0201
let's try again. could you repeat what you said?,i'm watching the tv for the news i'll talk to you later,activity,type,news,19bd73e7-5f89-4e8e-8b0a-70fdd4afd118,1,2023-08-15 14:56:24 UTC,fd-mass-004
How about we hang out for a bit?,no i'm watching the race,activity,name,watching the race,19bf26a6-863e-4706-a304-d13e4dd85177,1,2023-08-15 14:56:24 UTC,nysofa-livingston-0078
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,activity,type,pastime,19cd91d4-3dcc-410b-a0c8-2b9e7323dded,1,2023-08-15 14:56:24 UTC,ir-vip-067
What was it like?,it was fun i would bring my dog with me while i delivered papers and we had a beautiful neighborhood,activity,name,delivering papers,19cd91d4-3dcc-410b-a0c8-2b9e7323dded,1,2023-08-15 14:56:24 UTC,ir-vip-067
