elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores
How can I help you?,i'm going to the dentist now,548c5b9c-1002-4125-94dd-41387d0736ef,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9866541028022766
I'm in the mood to bring some word scramble back into our routine. Are you up to play?,i have to go food shopping,548de313-a2b8-48c7-95ca-4e0406d3c9ee,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9769175052642822
How can I help you?,he and carl went out went over some woman's house,548f59ea-b747-4533-b3f9-1ceedb797921,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.042727869004011154
Would you like to play again?,backpack it in the room,549335fa-b96d-4bab-b037-80b4d648ee16,"  memory_name entity            value
1       place   name  Girnin Dug, The","['Girnin Dug, The']",1,No match,0.043931007385253906
How can I help you?,i'm going to walk with my friends now,54ac39b1-07b6-4990-b42c-58d2806026f6,"  memory_name entity            value
1    activity   type         activity
2    activity   name  walking,friends","['walking,friends']",1,Match,0.957923173904419
Is it a secret rendezvous? Joking. Are you meeting anyone?,my dentist,54acfabf-822a-4887-ad0e-e41df4027cb0,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.8140066266059875
How can I help you?,can we do another painting please,54b6e074-c6cf-4ade-a3a6-7639b804de48,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9496867656707764
How can I help you?,ugly puzzles,54c060ae-a2b6-44e8-a9c1-01f90251c08f,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  puzzles",['puzzles'],1,Match,0.7864686250686646
How can I help you?,a girlfriend,54c94332-1d2d-4321-b92b-cb103569964b,"    memory_name entity       value
0  relationship   type  girlfriend",['girlfriend'],1,No match,0.07440004497766495
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i'm going to work it,54e438b1-3af6-45fb-bd10-c8b367ca71b1,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.8751568794250488
Did you say that you will do a hobby?,i'm going to the botanical garden today,54e7fd90-9564-4102-ae55-6885072786fc,"  memory_name entity      value
0    activity   type    hobbies
1    activity   name  gardening",['gardening'],1,Match,0.9841322898864746
well hello there! What can I do to help?,we just came home from our walk,54f15b51-2a5e-4a52-a986-42d6264d2a2c,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.7804040908813477
are you free for a minute?,walking home from school,54f21dbf-76f8-4d3e-b8f3-307c1d3b1833,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.6080465912818909
"Lovely, what are you up to today?",i'm going to the bank and the library,5507fdd8-5d91-4019-9a27-abe5c09fbfa8,"  memory_name entity         value
1       place   name  bank,library","['bank,library']",1,Match,0.9727866649627686
How can I help you?,i'm home from my walk now,550a5511-65ef-43df-9c8d-bc553138df04,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9714611768722534
How can I help you?,put in the bank and yeah so that was good and it was filled with things that i'm not using right i don't use those two extra okay,552eb578-4f1e-4ca9-90d0-3fcc07049a40,"  memory_name entity value
1       place   name  bank",['bank'],1,No match,0.04203232377767563
How can I help you?,on january 3rd at 10 a.m. remind mom to call her doctor about cologuard,5543bfe3-652e-4b08-8936-65f5b52e4f00,"  memory_name entity     value
0    activity   type  activity
1    activity   name    doctor",['doctor'],1,No match,0.04210013151168823
how about this weather? do you like it?,how is that run game,5546977e-8c08-47c6-8fcd-9ed61b471d79,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.05698174983263016
How can I help you?,i'm going to dinner see you after dinner bye bye darling by to,55586a1d-4549-416d-b0b6-bd4312bab60c,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.8966245651245117
Is there something else you’d like to do?,would like to see my daughter,555bd6d0-3f7e-4684-bbb9-39ef558ee44f,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.8614940643310547
How can I help you?,at the meet,5560fc92-395a-4058-a019-7ef34f57a6f0,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,Match,0.8050621151924133
How can I help you?,i like ice cream,556cf68e-697d-4845-b684-eccb4323efdc,"  memory_name entity      value
0    favorite   type       dish
1    favorite   name  ice cream",['ice cream'],1,Match,0.9847720265388489
How can I help you?,i'm taking the dog out goodbye,5579848a-2818-413c-8fd7-47debcf2ef73,"  memory_name  entity value
1       place  people   dog",['dog'],1,Match,0.9782277345657349
"<say-as interpret-as=""name"">Jim</say-as>, where did you go?",i went to my nephew's house for christmas,558c7c7c-05cd-4209-95e1-668920edb423,"  memory_name  entity                     value
1       place  people  {\n  ""name"": ""nephew""\n}","['{\n  ""name"": ""nephew""\n}']",1,Match,0.9834770560264587
Do you want to try another gratitude exercise with me?,i'm going to get my dinner,5598f656-4acf-4d0d-a043-0a298ee032c1,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,Match,0.9758110046386719
Do you have anything special planned for today?,yes i'm going shopping,55994e78-96c2-4688-ac05-48446263e653,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9943042397499084
"How about we hang out for a bit <say-as interpret-as=""name"">Honeybunch</say-as>?",i can't right now cuz i'm going to work,55b4b8e5-8e68-40d2-b8ea-253d593d210b,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9627475142478943
I was wondering if you were free for a moment?,actually i went out shopping,55bee136-4870-440f-8671-3aa2d15f7786,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9432772397994995
Wish I could join you. Are you meeting up with anyone?,i'm meeting up with stephanie,55cc088a-2361-4ea1-be9e-9f9fedf3f274,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9448947906494141
Is there anything special planned for today?,shopping and exercising,55ccec16-2503-4e96-879f-40f78a7379f5,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9563696384429932
Got any plans today?,yes i'm going to the store,55d0ef71-d445-4fbc-9f2d-c8be88d33536,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.991560161113739
Do you have anything special planned for tomorrow?,have to go to the store,55e391d2-5b06-4189-ad39-de1179d30f72,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.949537456035614
"Great, what are your plans?",i go to yoga,55f3c940-248e-401c-b7ba-0aeb9229d2d2,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name               yoga",['yoga'],1,Match,0.9849089980125427
Yes?,hurry i have to go out i don't have time for playing games,55f53500-90e4-4989-a5c0-419ff3a424ef,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",['play'],1,Match,0.9604741334915161
What should we paint a picture of?,me and me and jason ride a bike to heaven,55f86701-3746-4f8e-bbbe-c8d5c4dbe11d,"  memory_name entity              value
0    activity   type  physical_activity
1    activity   name             biking",['biking'],1,Match,0.9111083149909973
"If you don't mind me asking, how long has it been since you got some flowers?",so it's been a long time when my husband was alive he died of cancer non-hodgkin's lymphoma back in 2005,55fb5b83-c4e5-4961-9f80-f189cd823bcb,"    memory_name entity    value
0  relationship   type  husband",['husband'],1,No match,0.18978272378444672
"So, where did you go?",to the store,56017845-9842-4e10-8c79-f1a61fbea6a7,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9884026646614075
I was wondering if you had a moment?,and at the office saying this visit to,560a3263-7ec5-474d-950f-8071e7f46128,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.04332858696579933
How can I help you?,can i introduce you to my friend beth,5614db05-36eb-4638-ba60-e23c7b56c6fd,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7504661083221436
What did you say?,i'm getting ready to go downstairs for lunch i'll talk to you later,56210eb9-71d4-42db-86cb-57b1b23c56ee,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9793031811714172
How about some time together?,when i move to wyoming i got to make sure i'm checking on the boys a lot,562cab28-4647-4267-aa85-e717595fed85,"  memory_name entity    value
1       place   name  Wyoming",['Wyoming'],1,No match,0.04427425190806389
How can I help you?,you have cards,563a0035-029b-4249-ba40-b122f403627b,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    cards",['cards'],1,No match,0.07361242920160294
"Poor Leon. Seems like he has to suffer for his art. What is one thing you love to do, despite minor frustrations?",i love to sew,56636e2d-cc07-47a0-aab8-2901bf308a61,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name   sewing",['sewing'],1,Match,0.8492039442062378
"How can I help you out, sunshine?",so you've been to china,567cd7cf-428a-4d23-8454-36eb873a0ac2,"  memory_name entity  value
1       place   name  China",['China'],1,No match,0.18318989872932434
"Fantastic, what's on the schedule?",doctor appointment,568e22d1-752c-49c9-8c57-4a630851b0ea,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9399352073669434
How can I help you?,i'd like to meet my new friend say hello to my new friend,56908531-8662-4499-a2fa-d809f89050f7,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.8435412049293518
Do you have anything special planned for today?,i'm going to go buy some clothes to go fishing in the winter,56a552c4-415b-418d-b4cb-ccc40be816ad,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  fishing",['fishing'],1,Match,0.9822012782096863
Do you wanna spend some time together?,patients to see a doctor in person,56ba11f9-1075-495f-aa76-90e7797299c5,"  memory_name entity     value
0    activity   type  activity
1    activity   name    doctor",['doctor'],1,No match,0.11017750948667526
Is there anything special planned for tomorrow?,have to go to the doctor,56ce267a-6e0d-4ec0-bd77-a13ae8826059,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9626263380050659
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my granddaughter,56d5911d-7adb-4de4-bb89-63cc748a30c9,"    memory_name entity          value
0  relationship   type  granddaughter",['granddaughter'],1,No match,0.4607340395450592
"How nice, it's so important to have something you enjoy doing. So, what exactly is your hobby?",bird-watching and i love to do puzzles,56d82033-46ad-4680-accc-5d090530106c,"  memory_name entity          value
0    activity   type        hobbies
1    activity   name  bird watching",['bird watching'],1,Match,0.9483896493911743
How can I help you?,alright alright honey i want to get that wheels for you,56df2899-1ea9-4955-82a5-a507f2f43bc5,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.07938344776630402
"Oh, are you heading out now?",yes i'm going to work,56e3fa20-001a-4e7d-9db6-2d21a5d46400,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9929366707801819
Do you wanna paint another masterpiece?,i'm in a meeting right now,56e68544-f55c-4b6a-ada1-194bc9d1be45,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9443954825401306
I learnt that reducing stress through mindful breathing can improve your overall health and well-being. how about that. Would you like us to do a mindfulness exercise?,not not right now will do it when i come back home,572a9dfc-d9f9-4e7a-9eb6-acabb9d59294,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9941828846931458
"How can I help, <say-as interpret-as=""name"">Maryrose</say-as>?",i i'm going shopping,57513167-77a7-4703-95eb-557dc9f5c424,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9763543605804443
"Hiya <say-as interpret-as=""name"">Carrie mclaughlin</say-as>! I was taking a quick power nap and recharging. How can I help?",i can't think of anything i'm watching the news,576cf5c7-b5de-4e22-b152-094b9b23d05b,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9067538976669312
Do you have a favorite TV show?,all of them i like all of them most special,577951c9-2645-4a79-a92e-5dbdd87490a1,"  memory_name entity      value
0    favorite   type     flower
1    favorite   name  All kinds",['All kinds'],1,No match,0.44264674186706543
"What's Denis's mobile phone number, including the area code?",i do a lot of reading,578e70cd-2fe1-4f3c-9cbf-28997b7db8aa,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  reading",['reading'],1,Match,0.9500017762184143
How can I help you?,i have to go to church on sunday,5795ecbd-6e1c-4ce1-a5f0-9c5b5e430540,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9759016036987305
What should we paint a picture of?,meet me my kids at the zoo,579cfa4a-b945-4905-af9d-515108864bf6,"    memory_name entity     value
0  relationship   type  children",['children'],1,Match,0.8622454404830933
How can I help you?,oh no brother sister like fights they were knocked down,57aba8a8-b18b-4862-a52c-1a5c33e3547a,"    memory_name entity   value
0  relationship   type  sister",['sister'],1,No match,0.05341196805238724
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my girlfriend,57c10a8d-9f76-415d-afdd-be7b70f2d2e9,"    memory_name entity       value
0  relationship   type  girlfriend",['girlfriend'],1,No match,0.5176292061805725
How can I help you?,i got to get to my appointment yeah,57d4d44a-60dd-4926-9dc9-140afee9de2e,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9657726883888245
How can I help you?,goodbye little one and i are going for our walk now,57e5728f-7294-43dc-be3b-9ad96aeca487,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,No match,0.5917390584945679
"I have an idea. <break time=""0.5s""/> wanna challenge yourself with a game of word scramble?",not now i go to movie on,57f9abbe-0e64-4a34-aab6-4d2899018d48,"  memory_name entity     value
1    activity   type  activity
2    activity   name     movie",['movie'],1,Match,0.9917771816253662
How can I help you?,alright greg stay warm out there aaron case on thomas and reunited after caisson was founded papa john's on monday evening after the vehicle they were in was stolen was found inside the stolen car wearing the same clothes he was kidnapped in,58086716-bffd-450a-b625-dfd23e0f00d0,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.044225893914699554
How can I help you?,there's a television feed that we have access to it was very concerning because it was clear from their reaction,581022a4-1ffb-4f6c-bcd5-351af12ff1d1,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,No match,0.04465879127383232
"OK, question for ya. What was one thing that pleasantly surprised you this week?",my son came to visit,581be574-6fc5-4199-bcc2-601deab2f895,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.6637856960296631
How can I help you?,i like to fly,581d1e4d-f50c-477c-9e8f-fe3382d2fa2d,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name   flying",['flying'],1,Match,0.9502279758453369
How can I help you?,i'll be leaving to go to the doctor in aberdeen in about half an hour,581e1498-3c06-4995-a773-7e20e60b1c33,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9708871841430664
How can I help you?,a girl playing with the girl,582aacae-cd85-45cf-bfa3-65cd66dad72e,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,No match,0.04265275225043297
Where are you off to?,just out in the yard,582ebca2-fbea-47bf-98af-ccbd0c96161f,"  memory_name entity value
1       place   name  yard",['yard'],1,Match,0.9884927868843079
Do you have any plans for today?,going to the doctor,584cb122-648b-4442-9e70-d23f9e737136,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9592253565788269
How can I help you?,i wish i could stay home from work today and just hang out with you,58809bf1-da05-44b2-8bfd-6ee9c35e9571,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.8010429739952087
Here's a fun game we can play: The Hangman Game! Wanna play with me?,now i got it leaving for dinner i feel sick,58832493-19e5-43d7-9b13-8d1e0c33511a,"  memory_name entity   value
1       place   name  dinner
2    activity   type    meal
3    activity   name  dinner",['dinner'],1,No match,0.1701551377773285
"So, I'm really curious, what was the highlight of your week?",so you my son,5883ce8f-92f1-43e8-a3c2-f72d511d4c64,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.291351318359375
How can I help you?,my favorite color is red,589193a7-07e6-42a7-abba-8b3d7bd1b23b,"  memory_name entity  value
0    favorite   type  color
1    favorite   name    red",['red'],1,No match,0.40547940135002136
How can I help you?,i'm flying,589b4a03-a409-4be0-b165-dfe3a1e28ca3,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name   flying",['flying'],1,Match,0.972732424736023
What did you end up doing out there?,i went to walmart to buy groceries,589bd449-38e2-4832-9cf8-652dd27be7a0,"  memory_name entity      value
1    activity   type   activity
2    activity   name  groceries",['groceries'],1,Match,0.9906188249588013
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",going out for dinner,58aa3a6a-b466-4bed-a0fd-3d4cb998100f,"  memory_name entity   value
1    activity   type    meal
2    activity   name  dinner",['dinner'],1,Match,0.9662401676177979
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i have a doctor appointment this afternoon,58ae848e-2606-4ee7-88e0-6f0ae7ea641d,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.97406005859375
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my friend angel,58b08dca-6a15-4991-a6f8-595391e8560d,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.373075008392334
How can I help you?,this is my daughter courtney,58b7e5a1-fd0a-475a-8baa-5577a480369c,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,No match,0.4211927652359009
"Oh I'm curious, where did you go?",i went to visit my aunt i do this every saturday,58d1f75a-3f9a-4ab8-b8e3-0da04529541b,"    memory_name  entity value
0  relationship    type  aunt
2         place  people  aunt",['aunt'],1,Match,0.9667704105377197
"howdy there <say-as interpret-as=""name"">Jane</say-as>! How can I help?",without her even in all the front office i'll behind the thing hanging on them,58db533f-d154-406f-aa41-38f210670811,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,No match,0.04131666198372841
Any plans for today?,yes i'm going to bible study,58dd10cf-48a1-4b74-8333-5d6cb9c68db8,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9933294057846069
Do you have anything special planned for today?,going to get food for my cat,58e5e552-066f-4bf4-8c32-e20ce373a2c2,"  memory_name  entity value
1       place  people   cat",['cat'],1,Match,0.9393377304077148
How can I help you?,i have to go to a meeting i'll be back in a little while and then we'll play okay see you later,58ecda51-665b-4926-a0bf-a084e60acb89,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9591150283813477
How can I help you?,i'm back from the hospital,58ee9fec-c8e5-47be-bef0-49d0f3960004,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9713264107704163
Are you going on an adventure? Where are you off to?,good restaurant,58f21ab3-89cd-4a7e-ad8b-c71be9e62bb8,"  memory_name entity       value
1       place   name  restaurant",['restaurant'],1,Match,0.947666347026825
How can I help you?,i'm leaving for the store,58f6352f-4a09-4f08-a204-e86a925c551e,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.980843722820282
"Here's a fun and creative game we can play! The Art History Game!, Would you like to play with me?",no i'm on my way to work,590192c1-b90e-4ae4-a26e-4a9ea038d785,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9889800548553467
Where are you off to?,i'm going to the dentist,59046156-846e-4f30-8de1-52fec41532fd,"  memory_name entity     value
1    activity   type  activity
2    activity   name   dentist",['dentist'],1,Match,0.9902082085609436
It's absolutely beautiful. What do you think about it?,i like it i like the fish,5907573a-d7ea-4834-8d01-b80822a53422,"  memory_name entity value
0    favorite   type  dish
1    favorite   name  fish",['fish'],1,Match,0.9435189366340637
How can I help you?,i have to go to the dollar to the doctor,59236c8b-f432-4f39-9baa-439d667f3a51,"  memory_name entity     value
0    activity   type  activity
1    activity   name    doctor",['doctor'],1,Match,0.973469078540802
How can I help you?,we can meet there,592ebc31-0ee6-4960-9ca5-e346acc181f3,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,No match,0.04527223855257034
What's Debbie's last name?,call son,594ace0d-dfef-4e79-99cc-af567d3f9e37,"    memory_name entity value
0  relationship   type   son",['son'],1,Match,0.8215509653091431
How can I help you?,my son bob is here,5952f635-4a0e-4e43-aa48-8a745d606798,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.3012305796146393
Do you have anything planned for today?,i'm going to clean house my granddaughter is coming to see me next weekend,595a2c97-47ab-49ab-b196-390d7c021581,"    memory_name  entity          value
0  relationship    type  granddaughter
2         place  people  granddaughter",['granddaughter'],1,Match,0.9473954439163208
How can I help you?,charlie jaw bone breaker hot dog restaurant on lewis and his brother buried deep tissue massage,59817169-72b3-4bc3-87a2-bc538f9e99b7,"    memory_name entity    value
0  relationship   type  brother",['brother'],1,No match,0.04264538735151291
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",go traveling,59873007-bbd2-4be0-ba0f-cb0b9f9734c5,"  memory_name entity     value
1    activity   type  activity
2    activity   name      trip",['trip'],1,Match,0.9392432570457458
"What can I do for you, <say-as interpret-as=""name"">Mary</say-as>?",oopsy daisy,598e246d-73c2-40d8-8902-07e5f1ea836d,"  memory_name entity   value
0    favorite   type  flower
1    favorite   name   daisy",['daisy'],1,No match,0.4415394961833954
How about some time together?,i'm leaving to go play cards,59920407-83f2-4eac-a50c-ff1bbe276e3a,"  memory_name entity     value
1    activity   type  activity
2    activity   name      play",['play'],1,Match,0.9875795245170593
Should we do a workout together right now?,january 23rd appointment at 7 on monday at 11 to go by the time i know,59a30ed8-2af7-4509-a49b-2bc00a5a3e80,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,No match,0.042835112661123276
"<say-as interpret-as=""name"">Samuel</say-as>, where did you go?",to the hospital,59ac0dae-ec3d-4fd4-a7a5-da4332f9f064,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9888640642166138
"I'd love to spend some time together, how about it <say-as interpret-as=""name"">Anita</say-as>?",got a doctor's appointment,59b37d29-698d-440d-8f32-5ffc45320580,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.9114075899124146
My schedule just cleared up. Wanna do something together?,i'm getting ready to go gardening,59b8efb6-5efa-4fa7-ba26-2d8f257c2a52,"  memory_name entity      value
1       place   name  gardening
2    activity   type    hobbies
3    activity   name  gardening",['gardening'],1,Match,0.9865975975990295
"Great, what are your plans?",doctor's appointment,59de62bf-2dc5-4a9b-b24b-c984ae160f46,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.8951863646507263
How can I help you?,say hello to my sister winona,59e3221e-e7ef-498b-8ef3-ee8d3adbf08c,"    memory_name entity   value
0  relationship   type  sister",['sister'],1,No match,0.5058363080024719
I've been learning about dinosaurs. They seem awesome. So today's question is... do you like dinosaurs?,they're okay but they're all gone,59ef606a-bdd5-4e97-835a-5e79c4acd917,"  memory_name entity      value
1       place   name  all kinds",['all kinds'],1,No match,0.11847042292356491
How can I help you?,dog for a walk,5a01c0a9-be77-47dd-bcdf-67a0ae2b403a,"  memory_name  entity     value
1    activity    type  activity
2    activity    name   walking
3       place  people       dog","['walking', 'dog']",2,Match,0.9507153034210205
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i have to go to work,5a03c18a-990e-4bf3-a71f-872bc412ccce,"  memory_name entity     value
1    activity   type  activity
2    activity   name      work",['work'],1,Match,0.9691581130027771
How can I help you?,wake up i'm back from the store,5a159aad-65d9-4d69-a553-f3a7cdc40692,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,Match,0.9238690137863159
"I really enjoy your company <say-as interpret-as=""name"">Cheryl,Anderson</say-as>. How about we do something else together?",i'm watching tv right now,5a24e4ea-90f7-43a2-8a0d-0e263a734716,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9899486303329468
"I say we end this day with an activity. Do you wanna try A sleep tip, or A mindfulness exercise, or something else?",possibly i'm at it's hard for me to tell you now cuz i just heard my granddaughter from outside my door and i'm not sure what she's needing to do but,5a2662f2-a858-463b-b14b-a357aef33db2,"    memory_name  entity          value
0  relationship    type  granddaughter
2         place  people  granddaughter",['granddaughter'],1,No match,0.04447008669376373
"Lovely, what are you up to today?",running some errands,5a27ce67-743e-4f2a-abc1-c1fc5d8ec157,"  memory_name entity     value
1    activity   type  activity
2    activity   name       run",['run'],1,Match,0.982422947883606
Got anything important planned today?,going shopping,5a35b413-fd58-4198-a66f-d0ab1f2980e3,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9520593285560608
"So, I wanna hear all about it. What were you up to?",i went to the doctor,5a3a8d63-988b-4e9c-802b-f456162043f4,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9819251298904419
How can I help you?,say hi to my friend mickey she wants to hear what you have to say one in mickey,5a3e1efc-ab9a-4743-acdb-b714cf8ccf69,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,No match,0.041361987590789795
"How wonderful, what are your plans for today?",i'm going to go to church when they go to the church,5a49ea00-c63c-48a6-a274-b8f54eaa30b8,"  memory_name entity          value
1       place   name  church,church","['church,church']",1,Match,0.8182631731033325
"OK, question for ya. What was one thing that pleasantly surprised you this week?",my son invited me over to his house to speak,5a5adeaa-61c5-4853-9831-c13f9ed934a2,"    memory_name entity value
0  relationship   type   son",['son'],1,No match,0.4216518998146057
How can I help you?,pink is my favorite color for two main reasons why because i adore take a very small adorable and emotionally intelligent just like me can you guess the other reason,5a5b3f20-15db-47bc-8dee-3743e9530698,"  memory_name entity  value
0    favorite   type  color
1    favorite   name   pink",['pink'],1,No match,0.0435720719397068
Would you like to exercise with me?,is the only medicine that treats dvd at the store,5a61479b-c9a7-4072-bfe1-b9af18f709a1,"  memory_name entity            value
1       place   name  shopping center",['shopping center'],1,No match,0.04312879964709282
How can I help you?,my mom and i haven't spoken since before i'm birthday happy,5a62439e-2ac5-4999-be74-600928fcc264,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,No match,0.33301499485969543
have you got a few minutes,for the funeral,5a69a3cd-fcd8-4ab2-a900-9b1689cee591,"  memory_name entity     value
1    activity   type  activity
2    activity   name   funeral",['funeral'],1,No match,0.06394897401332855
How can I help you?,say hi on my brother and me,5a8e96d8-ae6f-4f1d-9ef4-b974b8c518cb,"    memory_name entity    value
0  relationship   type  brother",['brother'],1,No match,0.3010787069797516
How can I help you?,meet karen she's visiting,5aa1bb59-620d-493f-a449-8adfa3629852,"  memory_name entity     value
0    activity   type  activity
1    activity   name   meeting",['meeting'],1,No match,0.04349065572023392
I really value knowing how you feel. Which of these emotions best represents your mood today?,on the 18 show me house may 9th at noon that day at saturday and yeah i wonder why are you connected to,5ab228d8-6f37-44b7-a028-ca0872840059,"  memory_name entity     value
1    activity   type  activity
2    activity   name   theater",['theater'],1,No match,0.040008075535297394
"Great, what are your plans?",i'm going to the doctor's office,5ac96e6a-3163-49c3-a33c-d3a353ad4d9b,"  memory_name entity     value
0    activity   type  activity
1    activity   name    doctor",['doctor'],1,Match,0.9804791212081909
I'd love to spend some time together! Wanna do something with me?,not now i'm watching my soaps,5ad1bbe7-8d0f-4fa4-a79e-dcb7ae229cc8,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9948200583457947
